DATA;SEDE;TIPO PS;NUMERO ACCESSI
12/11/2022;Menaggio;PS Generale;12
12/11/2022;S. Fermo;PS Generale;92
12/11/2022;S. Fermo;PS Ostetrico-Ginecologico;16
12/11/2022;S. Fermo;PS Pediatrico;66
13/11/2022;Cantù;PS Generale;50
13/11/2022;Cantù;PS Pediatrico;34
13/11/2022;Menaggio;PS Generale;10
13/11/2022;S. Fermo;PS Generale;91
13/11/2022;S. Fermo;PS Ostetrico-Ginecologico;13
13/11/2022;S. Fermo;PS Pediatrico;68
14/11/2022;Cantù;PS Generale;51
14/11/2022;Cantù;PS Pediatrico;20
14/11/2022;Menaggio;PS Generale;24
14/11/2022;S. Fermo;PS Generale;104
14/11/2022;S. Fermo;PS Ostetrico-Ginecologico;20
14/11/2022;S. Fermo;PS Pediatrico;54
15/11/2022;Cantù;PS Generale;55
15/11/2022;Cantù;PS Pediatrico;15
15/11/2022;Menaggio;PS Generale;20
15/11/2022;S. Fermo;PS Generale;109
15/11/2022;S. Fermo;PS Ostetrico-Ginecologico;26
15/11/2022;S. Fermo;PS Pediatrico;54
16/11/2022;Cantù;PS Generale;55
16/11/2022;Cantù;PS Pediatrico;23
16/11/2022;Menaggio;PS Generale;23
16/11/2022;S. Fermo;PS Generale;104
16/11/2022;S. Fermo;PS Ostetrico-Ginecologico;18
16/11/2022;S. Fermo;PS Pediatrico;50
17/11/2022;Cantù;PS Generale;44
17/11/2022;Cantù;PS Pediatrico;13
17/11/2022;Menaggio;PS Generale;23
17/11/2022;S. Fermo;PS Generale;131
17/11/2022;S. Fermo;PS Ostetrico-Ginecologico;16
17/11/2022;S. Fermo;PS Pediatrico;49
18/11/2022;Cantù;PS Generale;46
18/11/2022;Cantù;PS Pediatrico;10
18/11/2022;Menaggio;PS Generale;19
18/11/2022;S. Fermo;PS Generale;103
18/11/2022;S. Fermo;PS Ostetrico-Ginecologico;24
18/11/2022;S. Fermo;PS Pediatrico;48
19/11/2022;Cantù;PS Generale;58
19/11/2022;Cantù;PS Pediatrico;36
19/11/2022;Menaggio;PS Generale;13
19/11/2022;S. Fermo;PS Generale;111
19/11/2022;S. Fermo;PS Ostetrico-Ginecologico;25
19/11/2022;S. Fermo;PS Pediatrico;55
20/11/2022;Cantù;PS Generale;50
20/11/2022;Cantù;PS Pediatrico;29
20/11/2022;Menaggio;PS Generale;14
20/11/2022;S. Fermo;PS Generale;83
20/11/2022;S. Fermo;PS Ostetrico-Ginecologico;12
20/11/2022;S. Fermo;PS Pediatrico;66
21/11/2022;Cantù;PS Generale;63
21/11/2022;Cantù;PS Pediatrico;20
21/11/2022;Menaggio;PS Generale;23
21/11/2022;S. Fermo;PS Generale;117
21/11/2022;S. Fermo;PS Ostetrico-Ginecologico;12
21/11/2022;S. Fermo;PS Pediatrico;61
22/11/2022;Cantù;PS Generale;45
22/11/2022;Cantù;PS Pediatrico;22
22/11/2022;Menaggio;PS Generale;15
22/11/2022;S. Fermo;PS Generale;86
22/11/2022;S. Fermo;PS Ostetrico-Ginecologico;15
22/11/2022;S. Fermo;PS Pediatrico;56
23/11/2022;Cantù;PS Generale;61
23/11/2022;Cantù;PS Pediatrico;13
23/11/2022;Menaggio;PS Generale;27
23/11/2022;S. Fermo;PS Generale;94
23/11/2022;S. Fermo;PS Ostetrico-Ginecologico;13
23/11/2022;S. Fermo;PS Pediatrico;52
24/11/2022;Cantù;PS Generale;60
24/11/2022;Cantù;PS Pediatrico;19
24/11/2022;Menaggio;PS Generale;21
24/11/2022;S. Fermo;PS Generale;89
24/11/2022;S. Fermo;PS Ostetrico-Ginecologico;19
24/11/2022;S. Fermo;PS Pediatrico;50
25/11/2022;Cantù;PS Generale;44
25/11/2022;Cantù;PS Pediatrico;14
25/11/2022;Menaggio;PS Generale;16
25/11/2022;S. Fermo;PS Generale;96
25/11/2022;S. Fermo;PS Ostetrico-Ginecologico;19
25/11/2022;S. Fermo;PS Pediatrico;40
26/11/2022;Cantù;PS Generale;49
26/11/2022;Cantù;PS Pediatrico;17
26/11/2022;Menaggio;PS Generale;19
26/11/2022;S. Fermo;PS Generale;99
26/11/2022;S. Fermo;PS Ostetrico-Ginecologico;16
26/11/2022;S. Fermo;PS Pediatrico;74
27/11/2022;Cantù;PS Generale;42
27/11/2022;Cantù;PS Pediatrico;23
27/11/2022;Menaggio;PS Generale;11
27/11/2022;S. Fermo;PS Generale;82
27/11/2022;S. Fermo;PS Ostetrico-Ginecologico;14
27/11/2022;S. Fermo;PS Pediatrico;78
28/11/2022;Cantù;PS Generale;56
28/11/2022;Cantù;PS Pediatrico;26
28/11/2022;Menaggio;PS Generale;30
28/11/2022;S. Fermo;PS Generale;98
28/11/2022;S. Fermo;PS Ostetrico-Ginecologico;25
28/11/2022;S. Fermo;PS Pediatrico;66
29/11/2022;Cantù;PS Generale;44
29/11/2022;Cantù;PS Pediatrico;17
29/11/2022;Menaggio;PS Generale;16
29/11/2022;S. Fermo;PS Generale;89
29/11/2022;S. Fermo;PS Ostetrico-Ginecologico;16
29/11/2022;S. Fermo;PS Pediatrico;46
30/11/2022;Cantù;PS Generale;55
30/11/2022;Cantù;PS Pediatrico;19
30/11/2022;Menaggio;PS Generale;19
30/11/2022;S. Fermo;PS Generale;111
30/11/2022;S. Fermo;PS Ostetrico-Ginecologico;13
30/11/2022;S. Fermo;PS Pediatrico;52
01/12/2022;Cantù;PS Generale;60
01/12/2022;Cantù;PS Pediatrico;15
01/12/2022;Menaggio;PS Generale;23
01/12/2022;S. Fermo;PS Generale;84
01/12/2022;S. Fermo;PS Ostetrico-Ginecologico;19
01/12/2022;S. Fermo;PS Pediatrico;49
02/12/2022;Cantù;PS Generale;55
02/12/2022;Cantù;PS Pediatrico;21
02/12/2022;Menaggio;PS Generale;15
02/12/2022;S. Fermo;PS Generale;97
02/12/2022;S. Fermo;PS Ostetrico-Ginecologico;17
02/12/2022;S. Fermo;PS Pediatrico;41
03/12/2022;Cantù;PS Generale;52
03/12/2022;Cantù;PS Pediatrico;18
03/12/2022;Menaggio;PS Generale;20
03/12/2022;S. Fermo;PS Generale;81
03/12/2022;S. Fermo;PS Ostetrico-Ginecologico;10
03/12/2022;S. Fermo;PS Pediatrico;48
04/12/2022;Cantù;PS Generale;50
04/12/2022;Cantù;PS Pediatrico;10
04/12/2022;Menaggio;PS Generale;12
04/12/2022;S. Fermo;PS Generale;83
04/12/2022;S. Fermo;PS Ostetrico-Ginecologico;23
04/12/2022;S. Fermo;PS Pediatrico;65
05/12/2022;Cantù;PS Generale;53
05/12/2022;Cantù;PS Pediatrico;15
05/12/2022;Menaggio;PS Generale;22
05/12/2022;S. Fermo;PS Generale;122
05/12/2022;S. Fermo;PS Ostetrico-Ginecologico;25
05/12/2022;S. Fermo;PS Pediatrico;44
06/12/2022;Cantù;PS Generale;49
06/12/2022;Cantù;PS Pediatrico;21
06/12/2022;Menaggio;PS Generale;13
06/12/2022;S. Fermo;PS Generale;93
06/12/2022;S. Fermo;PS Ostetrico-Ginecologico;20
06/12/2022;S. Fermo;PS Pediatrico;46
07/12/2022;Cantù;PS Generale;58
07/12/2022;Cantù;PS Pediatrico;6
07/12/2022;Menaggio;PS Generale;27
07/12/2022;S. Fermo;PS Generale;100
07/12/2022;S. Fermo;PS Ostetrico-Ginecologico;23
07/12/2022;S. Fermo;PS Pediatrico;48
08/12/2022;Cantù;PS Generale;35
08/12/2022;Cantù;PS Pediatrico;26
08/12/2022;Menaggio;PS Generale;15
08/12/2022;S. Fermo;PS Generale;94
08/12/2022;S. Fermo;PS Ostetrico-Ginecologico;9
08/12/2022;S. Fermo;PS Pediatrico;55
09/12/2022;Cantù;PS Generale;42
09/12/2022;Cantù;PS Pediatrico;14
09/12/2022;Menaggio;PS Generale;21
09/12/2022;S. Fermo;PS Generale;109
09/12/2022;S. Fermo;PS Ostetrico-Ginecologico;26
09/12/2022;S. Fermo;PS Pediatrico;48
10/12/2022;Cantù;PS Generale;48
10/12/2022;Cantù;PS Pediatrico;18
10/12/2022;Menaggio;PS Generale;23
10/12/2022;S. Fermo;PS Generale;96
10/12/2022;S. Fermo;PS Ostetrico-Ginecologico;18
10/12/2022;S. Fermo;PS Pediatrico;44
11/12/2022;Cantù;PS Generale;49
11/12/2022;Cantù;PS Pediatrico;18
11/12/2022;Menaggio;PS Generale;15
11/12/2022;S. Fermo;PS Generale;87
11/12/2022;S. Fermo;PS Ostetrico-Ginecologico;18
11/12/2022;S. Fermo;PS Pediatrico;67
12/12/2022;Cantù;PS Generale;60
12/12/2022;Cantù;PS Pediatrico;15
12/12/2022;Menaggio;PS Generale;23
12/12/2022;S. Fermo;PS Generale;98
12/12/2022;S. Fermo;PS Ostetrico-Ginecologico;21
12/12/2022;S. Fermo;PS Pediatrico;46
13/12/2022;Cantù;PS Generale;61
13/12/2022;Cantù;PS Pediatrico;9
13/12/2022;Menaggio;PS Generale;15
13/12/2022;S. Fermo;PS Generale;101
13/12/2022;S. Fermo;PS Ostetrico-Ginecologico;23
13/12/2022;S. Fermo;PS Pediatrico;38
14/12/2022;Cantù;PS Generale;47
14/12/2022;Cantù;PS Pediatrico;7
14/12/2022;Menaggio;PS Generale;11
14/12/2022;S. Fermo;PS Generale;105
14/12/2022;S. Fermo;PS Ostetrico-Ginecologico;17
14/12/2022;S. Fermo;PS Pediatrico;39
15/12/2022;Cantù;PS Generale;49
15/12/2022;Cantù;PS Pediatrico;10
15/12/2022;Menaggio;PS Generale;12
15/12/2022;S. Fermo;PS Generale;91
15/12/2022;S. Fermo;PS Ostetrico-Ginecologico;18
15/12/2022;S. Fermo;PS Pediatrico;40
16/12/2022;Cantù;PS Generale;56
16/12/2022;Cantù;PS Pediatrico;9
16/12/2022;Menaggio;PS Generale;24
16/12/2022;S. Fermo;PS Generale;107
16/12/2022;S. Fermo;PS Ostetrico-Ginecologico;22
16/12/2022;S. Fermo;PS Pediatrico;43
17/12/2022;Cantù;PS Generale;54
17/12/2022;Cantù;PS Pediatrico;15
17/12/2022;Menaggio;PS Generale;18
17/12/2022;S. Fermo;PS Generale;83
17/12/2022;S. Fermo;PS Ostetrico-Ginecologico;15
17/12/2022;S. Fermo;PS Pediatrico;58
18/12/2022;Cantù;PS Generale;44
18/12/2022;Cantù;PS Pediatrico;20
18/12/2022;Menaggio;PS Generale;16
18/12/2022;S. Fermo;PS Generale;88
18/12/2022;S. Fermo;PS Ostetrico-Ginecologico;22
18/12/2022;S. Fermo;PS Pediatrico;65
19/12/2022;Cantù;PS Generale;52
19/12/2022;Cantù;PS Pediatrico;25
19/12/2022;Menaggio;PS Generale;25
19/12/2022;S. Fermo;PS Generale;105
19/12/2022;S. Fermo;PS Ostetrico-Ginecologico;29
19/12/2022;S. Fermo;PS Pediatrico;57
20/12/2022;Cantù;PS Generale;52
20/12/2022;Cantù;PS Pediatrico;15
20/12/2022;Menaggio;PS Generale;25
20/12/2022;S. Fermo;PS Generale;94
20/12/2022;S. Fermo;PS Ostetrico-Ginecologico;18
20/12/2022;S. Fermo;PS Pediatrico;56
21/12/2022;Cantù;PS Generale;50
21/12/2022;Cantù;PS Pediatrico;9
21/12/2022;Menaggio;PS Generale;19
21/12/2022;S. Fermo;PS Generale;101
21/12/2022;S. Fermo;PS Ostetrico-Ginecologico;24
21/12/2022;S. Fermo;PS Pediatrico;42
22/12/2022;Cantù;PS Generale;51
22/12/2022;Cantù;PS Pediatrico;6
22/12/2022;Menaggio;PS Generale;16
22/12/2022;S. Fermo;PS Generale;106
22/12/2022;S. Fermo;PS Ostetrico-Ginecologico;16
22/12/2022;S. Fermo;PS Pediatrico;34
23/12/2022;Cantù;PS Generale;48
23/12/2022;Cantù;PS Pediatrico;10
23/12/2022;Menaggio;PS Generale;24
23/12/2022;S. Fermo;PS Generale;85
23/12/2022;S. Fermo;PS Ostetrico-Ginecologico;11
23/12/2022;S. Fermo;PS Pediatrico;47
24/12/2022;Cantù;PS Generale;32
24/12/2022;Cantù;PS Pediatrico;11
24/12/2022;Menaggio;PS Generale;17
24/12/2022;S. Fermo;PS Generale;89
24/12/2022;S. Fermo;PS Ostetrico-Ginecologico;13
24/12/2022;S. Fermo;PS Pediatrico;45
25/12/2022;Cantù;PS Generale;48
25/12/2022;Cantù;PS Pediatrico;12
25/12/2022;Menaggio;PS Generale;12
25/12/2022;S. Fermo;PS Generale;88
25/12/2022;S. Fermo;PS Ostetrico-Ginecologico;12
25/12/2022;S. Fermo;PS Pediatrico;41
26/12/2022;Cantù;PS Generale;45
26/12/2022;Cantù;PS Pediatrico;22
26/12/2022;Menaggio;PS Generale;26
26/12/2022;S. Fermo;PS Generale;88
26/12/2022;S. Fermo;PS Ostetrico-Ginecologico;16
26/12/2022;S. Fermo;PS Pediatrico;65
27/12/2022;Cantù;PS Generale;68
27/12/2022;Cantù;PS Pediatrico;8
27/12/2022;Menaggio;PS Generale;33
27/12/2022;S. Fermo;PS Generale;110
27/12/2022;S. Fermo;PS Ostetrico-Ginecologico;19
27/12/2022;S. Fermo;PS Pediatrico;40
28/12/2022;Cantù;PS Generale;47
28/12/2022;Cantù;PS Pediatrico;10
28/12/2022;Menaggio;PS Generale;18
28/12/2022;S. Fermo;PS Generale;92
28/12/2022;S. Fermo;PS Ostetrico-Ginecologico;18
28/12/2022;S. Fermo;PS Pediatrico;33
29/12/2022;Cantù;PS Generale;46
29/12/2022;Cantù;PS Pediatrico;4
29/12/2022;Menaggio;PS Generale;20
29/12/2022;S. Fermo;PS Generale;92
29/12/2022;S. Fermo;PS Ostetrico-Ginecologico;23
29/12/2022;S. Fermo;PS Pediatrico;31
30/12/2022;Cantù;PS Generale;48
30/12/2022;Cantù;PS Pediatrico;11
30/12/2022;Menaggio;PS Generale;22
30/12/2022;S. Fermo;PS Generale;91
30/12/2022;S. Fermo;PS Ostetrico-Ginecologico;18
30/12/2022;S. Fermo;PS Pediatrico;38
31/12/2022;Cantù;PS Generale;35
31/12/2022;Cantù;PS Pediatrico;9
31/12/2022;Menaggio;PS Generale;19
31/12/2022;S. Fermo;PS Generale;57
31/12/2022;S. Fermo;PS Ostetrico-Ginecologico;17
31/12/2022;S. Fermo;PS Pediatrico;37
