DATA;SEDE;TIPO PS;NUMERO ACCESSI
25/01/2021;Menaggio;PS Generale;18
25/01/2021;S. Fermo;PS Generale;82
25/01/2021;S. Fermo;PS Ostetrico-Ginecologico;15
25/01/2021;S. Fermo;PS Pediatrico;19
26/01/2021;Cantù;PS Generale;43
26/01/2021;Menaggio;PS Generale;13
26/01/2021;S. Fermo;PS Generale;80
26/01/2021;S. Fermo;PS Ostetrico-Ginecologico;16
26/01/2021;S. Fermo;PS Pediatrico;17
27/01/2021;Cantù;PS Generale;31
27/01/2021;Menaggio;PS Generale;18
27/01/2021;S. Fermo;PS Generale;81
27/01/2021;S. Fermo;PS Ostetrico-Ginecologico;11
27/01/2021;S. Fermo;PS Pediatrico;28
28/01/2021;Cantù;PS Generale;41
28/01/2021;Menaggio;PS Generale;16
28/01/2021;S. Fermo;PS Generale;73
28/01/2021;S. Fermo;PS Ostetrico-Ginecologico;23
28/01/2021;S. Fermo;PS Pediatrico;30
29/01/2021;Cantù;PS Generale;45
29/01/2021;Menaggio;PS Generale;20
29/01/2021;S. Fermo;PS Generale;87
29/01/2021;S. Fermo;PS Ostetrico-Ginecologico;15
29/01/2021;S. Fermo;PS Pediatrico;20
30/01/2021;Cantù;PS Generale;51
30/01/2021;Menaggio;PS Generale;21
30/01/2021;S. Fermo;PS Generale;73
30/01/2021;S. Fermo;PS Ostetrico-Ginecologico;14
30/01/2021;S. Fermo;PS Pediatrico;21
31/01/2021;Cantù;PS Generale;42
31/01/2021;Menaggio;PS Generale;11
31/01/2021;S. Fermo;PS Generale;75
31/01/2021;S. Fermo;PS Ostetrico-Ginecologico;15
31/01/2021;S. Fermo;PS Pediatrico;22
01/02/2021;Cantù;PS Generale;42
01/02/2021;Menaggio;PS Generale;16
01/02/2021;S. Fermo;PS Generale;82
01/02/2021;S. Fermo;PS Ostetrico-Ginecologico;18
01/02/2021;S. Fermo;PS Pediatrico;29
02/02/2021;Cantù;PS Generale;33
02/02/2021;Menaggio;PS Generale;12
02/02/2021;S. Fermo;PS Generale;58
02/02/2021;S. Fermo;PS Ostetrico-Ginecologico;18
02/02/2021;S. Fermo;PS Pediatrico;21
03/02/2021;Cantù;PS Generale;40
03/02/2021;Menaggio;PS Generale;17
03/02/2021;S. Fermo;PS Generale;87
03/02/2021;S. Fermo;PS Ostetrico-Ginecologico;13
03/02/2021;S. Fermo;PS Pediatrico;26
04/02/2021;Cantù;PS Generale;62
04/02/2021;Menaggio;PS Generale;24
04/02/2021;S. Fermo;PS Generale;77
04/02/2021;S. Fermo;PS Ostetrico-Ginecologico;19
04/02/2021;S. Fermo;PS Pediatrico;32
05/02/2021;Cantù;PS Generale;44
05/02/2021;Menaggio;PS Generale;16
05/02/2021;S. Fermo;PS Generale;75
05/02/2021;S. Fermo;PS Ostetrico-Ginecologico;20
05/02/2021;S. Fermo;PS Pediatrico;17
06/02/2021;Cantù;PS Generale;48
06/02/2021;Menaggio;PS Generale;13
06/02/2021;S. Fermo;PS Generale;68
06/02/2021;S. Fermo;PS Ostetrico-Ginecologico;12
06/02/2021;S. Fermo;PS Pediatrico;25
07/02/2021;Cantù;PS Generale;43
07/02/2021;Menaggio;PS Generale;14
07/02/2021;S. Fermo;PS Generale;64
07/02/2021;S. Fermo;PS Ostetrico-Ginecologico;17
07/02/2021;S. Fermo;PS Pediatrico;24
08/02/2021;Cantù;PS Generale;52
08/02/2021;Menaggio;PS Generale;32
08/02/2021;S. Fermo;PS Generale;95
08/02/2021;S. Fermo;PS Ostetrico-Ginecologico;22
08/02/2021;S. Fermo;PS Pediatrico;28
09/02/2021;Cantù;PS Generale;44
09/02/2021;Menaggio;PS Generale;16
09/02/2021;S. Fermo;PS Generale;81
09/02/2021;S. Fermo;PS Ostetrico-Ginecologico;22
09/02/2021;S. Fermo;PS Pediatrico;26
10/02/2021;Cantù;PS Generale;42
10/02/2021;Menaggio;PS Generale;18
10/02/2021;S. Fermo;PS Generale;71
10/02/2021;S. Fermo;PS Ostetrico-Ginecologico;17
10/02/2021;S. Fermo;PS Pediatrico;25
11/02/2021;Cantù;PS Generale;48
11/02/2021;Menaggio;PS Generale;18
11/02/2021;S. Fermo;PS Generale;90
11/02/2021;S. Fermo;PS Ostetrico-Ginecologico;14
11/02/2021;S. Fermo;PS Pediatrico;23
12/02/2021;Cantù;PS Generale;48
12/02/2021;Menaggio;PS Generale;12
12/02/2021;S. Fermo;PS Generale;79
12/02/2021;S. Fermo;PS Ostetrico-Ginecologico;12
12/02/2021;S. Fermo;PS Pediatrico;23
13/02/2021;Cantù;PS Generale;45
13/02/2021;Menaggio;PS Generale;15
13/02/2021;S. Fermo;PS Generale;74
13/02/2021;S. Fermo;PS Ostetrico-Ginecologico;16
13/02/2021;S. Fermo;PS Pediatrico;20
14/02/2021;Cantù;PS Generale;51
14/02/2021;Menaggio;PS Generale;9
14/02/2021;S. Fermo;PS Generale;76
14/02/2021;S. Fermo;PS Ostetrico-Ginecologico;16
14/02/2021;S. Fermo;PS Pediatrico;28
15/02/2021;Cantù;PS Generale;55
15/02/2021;Menaggio;PS Generale;23
15/02/2021;S. Fermo;PS Generale;77
15/02/2021;S. Fermo;PS Ostetrico-Ginecologico;20
15/02/2021;S. Fermo;PS Pediatrico;16
16/02/2021;Cantù;PS Generale;41
16/02/2021;Menaggio;PS Generale;8
16/02/2021;S. Fermo;PS Generale;71
16/02/2021;S. Fermo;PS Ostetrico-Ginecologico;18
16/02/2021;S. Fermo;PS Pediatrico;18
17/02/2021;Cantù;PS Generale;57
17/02/2021;Menaggio;PS Generale;11
17/02/2021;S. Fermo;PS Generale;72
17/02/2021;S. Fermo;PS Ostetrico-Ginecologico;18
17/02/2021;S. Fermo;PS Pediatrico;28
18/02/2021;Cantù;PS Generale;37
18/02/2021;Menaggio;PS Generale;10
18/02/2021;S. Fermo;PS Generale;89
18/02/2021;S. Fermo;PS Ostetrico-Ginecologico;14
18/02/2021;S. Fermo;PS Pediatrico;25
19/02/2021;Cantù;PS Generale;49
19/02/2021;Menaggio;PS Generale;12
19/02/2021;S. Fermo;PS Generale;70
19/02/2021;S. Fermo;PS Ostetrico-Ginecologico;14
19/02/2021;S. Fermo;PS Pediatrico;21
20/02/2021;Cantù;PS Generale;47
20/02/2021;Menaggio;PS Generale;20
20/02/2021;S. Fermo;PS Generale;87
20/02/2021;S. Fermo;PS Ostetrico-Ginecologico;17
20/02/2021;S. Fermo;PS Pediatrico;20
21/02/2021;Cantù;PS Generale;47
21/02/2021;Menaggio;PS Generale;15
21/02/2021;S. Fermo;PS Generale;88
21/02/2021;S. Fermo;PS Ostetrico-Ginecologico;12
21/02/2021;S. Fermo;PS Pediatrico;23
22/02/2021;Cantù;PS Generale;46
22/02/2021;Menaggio;PS Generale;14
22/02/2021;S. Fermo;PS Generale;81
22/02/2021;S. Fermo;PS Ostetrico-Ginecologico;14
22/02/2021;S. Fermo;PS Pediatrico;27
23/02/2021;Cantù;PS Generale;62
23/02/2021;Menaggio;PS Generale;17
23/02/2021;S. Fermo;PS Generale;75
23/02/2021;S. Fermo;PS Ostetrico-Ginecologico;21
23/02/2021;S. Fermo;PS Pediatrico;27
24/02/2021;Cantù;PS Generale;57
24/02/2021;Menaggio;PS Generale;19
24/02/2021;S. Fermo;PS Generale;90
24/02/2021;S. Fermo;PS Ostetrico-Ginecologico;16
24/02/2021;S. Fermo;PS Pediatrico;32
25/02/2021;Cantù;PS Generale;45
25/02/2021;Menaggio;PS Generale;18
25/02/2021;S. Fermo;PS Generale;82
25/02/2021;S. Fermo;PS Ostetrico-Ginecologico;21
25/02/2021;S. Fermo;PS Pediatrico;29
26/02/2021;Cantù;PS Generale;55
26/02/2021;Menaggio;PS Generale;21
26/02/2021;S. Fermo;PS Generale;85
26/02/2021;S. Fermo;PS Ostetrico-Ginecologico;13
26/02/2021;S. Fermo;PS Pediatrico;23
27/02/2021;Cantù;PS Generale;49
27/02/2021;Menaggio;PS Generale;14
27/02/2021;S. Fermo;PS Generale;70
27/02/2021;S. Fermo;PS Ostetrico-Ginecologico;19
27/02/2021;S. Fermo;PS Pediatrico;28
28/02/2021;Cantù;PS Generale;53
28/02/2021;Menaggio;PS Generale;9
28/02/2021;S. Fermo;PS Generale;78
28/02/2021;S. Fermo;PS Ostetrico-Ginecologico;14
28/02/2021;S. Fermo;PS Pediatrico;23
01/03/2021;Cantù;PS Generale;49
01/03/2021;Menaggio;PS Generale;24
01/03/2021;S. Fermo;PS Generale;76
01/03/2021;S. Fermo;PS Ostetrico-Ginecologico;13
01/03/2021;S. Fermo;PS Pediatrico;24
02/03/2021;Cantù;PS Generale;40
02/03/2021;Menaggio;PS Generale;8
02/03/2021;S. Fermo;PS Generale;66
02/03/2021;S. Fermo;PS Ostetrico-Ginecologico;13
02/03/2021;S. Fermo;PS Pediatrico;14
03/03/2021;Cantù;PS Generale;36
03/03/2021;Menaggio;PS Generale;16
03/03/2021;S. Fermo;PS Generale;77
03/03/2021;S. Fermo;PS Ostetrico-Ginecologico;17
03/03/2021;S. Fermo;PS Pediatrico;18
04/03/2021;Cantù;PS Generale;39
04/03/2021;Menaggio;PS Generale;18
04/03/2021;S. Fermo;PS Generale;82
04/03/2021;S. Fermo;PS Ostetrico-Ginecologico;15
04/03/2021;S. Fermo;PS Pediatrico;20
05/03/2021;Cantù;PS Generale;37
05/03/2021;Menaggio;PS Generale;18
05/03/2021;S. Fermo;PS Generale;85
05/03/2021;S. Fermo;PS Ostetrico-Ginecologico;12
05/03/2021;S. Fermo;PS Pediatrico;17
06/03/2021;Cantù;PS Generale;39
06/03/2021;Menaggio;PS Generale;10
06/03/2021;S. Fermo;PS Generale;72
06/03/2021;S. Fermo;PS Ostetrico-Ginecologico;16
06/03/2021;S. Fermo;PS Pediatrico;36
07/03/2021;Cantù;PS Generale;44
07/03/2021;Menaggio;PS Generale;11
07/03/2021;S. Fermo;PS Generale;62
07/03/2021;S. Fermo;PS Ostetrico-Ginecologico;14
07/03/2021;S. Fermo;PS Pediatrico;14
08/03/2021;Cantù;PS Generale;54
08/03/2021;Menaggio;PS Generale;16
08/03/2021;S. Fermo;PS Generale;84
08/03/2021;S. Fermo;PS Ostetrico-Ginecologico;22
08/03/2021;S. Fermo;PS Pediatrico;28
09/03/2021;Cantù;PS Generale;52
09/03/2021;Menaggio;PS Generale;16
09/03/2021;S. Fermo;PS Generale;79
09/03/2021;S. Fermo;PS Ostetrico-Ginecologico;13
09/03/2021;S. Fermo;PS Pediatrico;12
10/03/2021;Cantù;PS Generale;42
10/03/2021;Menaggio;PS Generale;22
10/03/2021;S. Fermo;PS Generale;76
10/03/2021;S. Fermo;PS Ostetrico-Ginecologico;21
10/03/2021;S. Fermo;PS Pediatrico;19
11/03/2021;Cantù;PS Generale;52
11/03/2021;Menaggio;PS Generale;11
11/03/2021;S. Fermo;PS Generale;74
11/03/2021;S. Fermo;PS Ostetrico-Ginecologico;14
11/03/2021;S. Fermo;PS Pediatrico;24
12/03/2021;Cantù;PS Generale;46
12/03/2021;Menaggio;PS Generale;23
12/03/2021;S. Fermo;PS Generale;84
12/03/2021;S. Fermo;PS Ostetrico-Ginecologico;15
12/03/2021;S. Fermo;PS Pediatrico;26
13/03/2021;Cantù;PS Generale;44
13/03/2021;Menaggio;PS Generale;17
13/03/2021;S. Fermo;PS Generale;67
13/03/2021;S. Fermo;PS Ostetrico-Ginecologico;18
13/03/2021;S. Fermo;PS Pediatrico;21
14/03/2021;Cantù;PS Generale;53
14/03/2021;Menaggio;PS Generale;14
14/03/2021;S. Fermo;PS Generale;81
14/03/2021;S. Fermo;PS Ostetrico-Ginecologico;9
14/03/2021;S. Fermo;PS Pediatrico;15
15/03/2021;Cantù;PS Generale;41
15/03/2021;Menaggio;PS Generale;16
15/03/2021;S. Fermo;PS Generale;78
15/03/2021;S. Fermo;PS Ostetrico-Ginecologico;19
15/03/2021;S. Fermo;PS Pediatrico;19
16/03/2021;Cantù;PS Generale;46
16/03/2021;Menaggio;PS Generale;15
16/03/2021;S. Fermo;PS Generale;82
16/03/2021;S. Fermo;PS Ostetrico-Ginecologico;12
16/03/2021;S. Fermo;PS Pediatrico;12
17/03/2021;Cantù;PS Generale;36
17/03/2021;Menaggio;PS Generale;11
17/03/2021;S. Fermo;PS Generale;89
17/03/2021;S. Fermo;PS Ostetrico-Ginecologico;22
17/03/2021;S. Fermo;PS Pediatrico;24
18/03/2021;Cantù;PS Generale;35
18/03/2021;Menaggio;PS Generale;23
18/03/2021;S. Fermo;PS Generale;74
18/03/2021;S. Fermo;PS Ostetrico-Ginecologico;23
18/03/2021;S. Fermo;PS Pediatrico;22
19/03/2021;Cantù;PS Generale;36
19/03/2021;Menaggio;PS Generale;14
19/03/2021;S. Fermo;PS Generale;85
19/03/2021;S. Fermo;PS Ostetrico-Ginecologico;22
19/03/2021;S. Fermo;PS Pediatrico;16
20/03/2021;Cantù;PS Generale;38
20/03/2021;Menaggio;PS Generale;17
20/03/2021;S. Fermo;PS Generale;68
20/03/2021;S. Fermo;PS Ostetrico-Ginecologico;23
20/03/2021;S. Fermo;PS Pediatrico;13
21/03/2021;Cantù;PS Generale;44
21/03/2021;Menaggio;PS Generale;13
21/03/2021;S. Fermo;PS Generale;74
21/03/2021;S. Fermo;PS Ostetrico-Ginecologico;21
21/03/2021;S. Fermo;PS Pediatrico;19
22/03/2021;Cantù;PS Generale;43
22/03/2021;Menaggio;PS Generale;20
22/03/2021;S. Fermo;PS Generale;83
22/03/2021;S. Fermo;PS Ostetrico-Ginecologico;19
22/03/2021;S. Fermo;PS Pediatrico;14
23/03/2021;Cantù;PS Generale;46
23/03/2021;Menaggio;PS Generale;13
23/03/2021;S. Fermo;PS Generale;79
23/03/2021;S. Fermo;PS Ostetrico-Ginecologico;17
23/03/2021;S. Fermo;PS Pediatrico;23
24/03/2021;Cantù;PS Generale;37
24/03/2021;Menaggio;PS Generale;10
24/03/2021;S. Fermo;PS Generale;80
24/03/2021;S. Fermo;PS Ostetrico-Ginecologico;16
24/03/2021;S. Fermo;PS Pediatrico;23
25/03/2021;Cantù;PS Generale;47
25/03/2021;Menaggio;PS Generale;15
25/03/2021;S. Fermo;PS Generale;98
25/03/2021;S. Fermo;PS Ostetrico-Ginecologico;18
25/03/2021;S. Fermo;PS Pediatrico;15
26/03/2021;Cantù;PS Generale;59
26/03/2021;Menaggio;PS Generale;18
26/03/2021;S. Fermo;PS Generale;86
26/03/2021;S. Fermo;PS Ostetrico-Ginecologico;20
26/03/2021;S. Fermo;PS Pediatrico;18
27/03/2021;Cantù;PS Generale;54
27/03/2021;Menaggio;PS Generale;18
27/03/2021;S. Fermo;PS Generale;64
27/03/2021;S. Fermo;PS Ostetrico-Ginecologico;12
27/03/2021;S. Fermo;PS Pediatrico;19
28/03/2021;Cantù;PS Generale;42
28/03/2021;Menaggio;PS Generale;16
28/03/2021;S. Fermo;PS Generale;73
28/03/2021;S. Fermo;PS Ostetrico-Ginecologico;12
28/03/2021;S. Fermo;PS Pediatrico;27
29/03/2021;Cantù;PS Generale;53
29/03/2021;Menaggio;PS Generale;30
29/03/2021;S. Fermo;PS Generale;92
29/03/2021;S. Fermo;PS Ostetrico-Ginecologico;27
29/03/2021;S. Fermo;PS Pediatrico;18
30/03/2021;Cantù;PS Generale;49
30/03/2021;Menaggio;PS Generale;18
30/03/2021;S. Fermo;PS Generale;69
30/03/2021;S. Fermo;PS Ostetrico-Ginecologico;20
30/03/2021;S. Fermo;PS Pediatrico;15
31/03/2021;Cantù;PS Generale;66
31/03/2021;Menaggio;PS Generale;27
31/03/2021;S. Fermo;PS Generale;74
31/03/2021;S. Fermo;PS Ostetrico-Ginecologico;14
31/03/2021;S. Fermo;PS Pediatrico;18
01/04/2021;Cantù;PS Generale;41
01/04/2021;Cantù;PS Pediatrico;1
01/04/2021;Menaggio;PS Generale;13
01/04/2021;S. Fermo;PS Generale;86
01/04/2021;S. Fermo;PS Ostetrico-Ginecologico;12
01/04/2021;S. Fermo;PS Pediatrico;23
02/04/2021;Cantù;PS Generale;55
02/04/2021;Menaggio;PS Generale;21
02/04/2021;S. Fermo;PS Generale;93
02/04/2021;S. Fermo;PS Ostetrico-Ginecologico;13
02/04/2021;S. Fermo;PS Pediatrico;23
03/04/2021;Cantù;PS Generale;50
03/04/2021;Menaggio;PS Generale;14
03/04/2021;S. Fermo;PS Generale;72
03/04/2021;S. Fermo;PS Ostetrico-Ginecologico;10
03/04/2021;S. Fermo;PS Pediatrico;25
04/04/2021;Cantù;PS Generale;41
04/04/2021;Menaggio;PS Generale;11
04/04/2021;S. Fermo;PS Generale;72
04/04/2021;S. Fermo;PS Ostetrico-Ginecologico;12
04/04/2021;S. Fermo;PS Pediatrico;16
05/04/2021;Cantù;PS Generale;46
05/04/2021;Menaggio;PS Generale;19
05/04/2021;S. Fermo;PS Generale;82
05/04/2021;S. Fermo;PS Ostetrico-Ginecologico;11
05/04/2021;S. Fermo;PS Pediatrico;35
06/04/2021;Cantù;PS Generale;51
06/04/2021;Menaggio;PS Generale;31
06/04/2021;S. Fermo;PS Generale;82
06/04/2021;S. Fermo;PS Ostetrico-Ginecologico;18
06/04/2021;S. Fermo;PS Pediatrico;22
07/04/2021;Cantù;PS Generale;43
07/04/2021;Menaggio;PS Generale;19
07/04/2021;S. Fermo;PS Generale;71
07/04/2021;S. Fermo;PS Ostetrico-Ginecologico;26
07/04/2021;S. Fermo;PS Pediatrico;18
08/04/2021;Cantù;PS Generale;45
08/04/2021;Menaggio;PS Generale;15
08/04/2021;S. Fermo;PS Generale;68
08/04/2021;S. Fermo;PS Ostetrico-Ginecologico;16
08/04/2021;S. Fermo;PS Pediatrico;21
09/04/2021;Cantù;PS Generale;51
09/04/2021;Menaggio;PS Generale;16
09/04/2021;S. Fermo;PS Generale;93
09/04/2021;S. Fermo;PS Ostetrico-Ginecologico;17
09/04/2021;S. Fermo;PS Pediatrico;16
10/04/2021;Cantù;PS Generale;49
10/04/2021;Menaggio;PS Generale;22
10/04/2021;S. Fermo;PS Generale;83
10/04/2021;S. Fermo;PS Ostetrico-Ginecologico;30
10/04/2021;S. Fermo;PS Pediatrico;18
11/04/2021;Cantù;PS Generale;45
11/04/2021;Menaggio;PS Generale;11
11/04/2021;S. Fermo;PS Generale;62
11/04/2021;S. Fermo;PS Ostetrico-Ginecologico;15
11/04/2021;S. Fermo;PS Pediatrico;15
12/04/2021;Cantù;PS Generale;53
12/04/2021;Menaggio;PS Generale;24
12/04/2021;S. Fermo;PS Generale;97
12/04/2021;S. Fermo;PS Ostetrico-Ginecologico;16
12/04/2021;S. Fermo;PS Pediatrico;22
13/04/2021;Cantù;PS Generale;34
13/04/2021;Menaggio;PS Generale;28
13/04/2021;S. Fermo;PS Generale;76
13/04/2021;S. Fermo;PS Ostetrico-Ginecologico;18
13/04/2021;S. Fermo;PS Pediatrico;28
14/04/2021;Cantù;PS Generale;39
14/04/2021;Menaggio;PS Generale;11
14/04/2021;S. Fermo;PS Generale;92
14/04/2021;S. Fermo;PS Ostetrico-Ginecologico;16
14/04/2021;S. Fermo;PS Pediatrico;18
15/04/2021;Cantù;PS Generale;42
15/04/2021;Menaggio;PS Generale;19
15/04/2021;S. Fermo;PS Generale;84
15/04/2021;S. Fermo;PS Ostetrico-Ginecologico;19
15/04/2021;S. Fermo;PS Pediatrico;16
16/04/2021;Cantù;PS Generale;49
16/04/2021;Menaggio;PS Generale;25
16/04/2021;S. Fermo;PS Generale;79
16/04/2021;S. Fermo;PS Ostetrico-Ginecologico;30
16/04/2021;S. Fermo;PS Pediatrico;26
17/04/2021;Cantù;PS Generale;48
17/04/2021;Menaggio;PS Generale;18
17/04/2021;S. Fermo;PS Generale;86
17/04/2021;S. Fermo;PS Ostetrico-Ginecologico;21
17/04/2021;S. Fermo;PS Pediatrico;22
18/04/2021;Cantù;PS Generale;38
18/04/2021;Menaggio;PS Generale;15
18/04/2021;S. Fermo;PS Generale;65
18/04/2021;S. Fermo;PS Ostetrico-Ginecologico;18
18/04/2021;S. Fermo;PS Pediatrico;26
19/04/2021;Cantù;PS Generale;42
19/04/2021;Menaggio;PS Generale;20
19/04/2021;S. Fermo;PS Generale;112
19/04/2021;S. Fermo;PS Ostetrico-Ginecologico;14
19/04/2021;S. Fermo;PS Pediatrico;27
20/04/2021;Cantù;PS Generale;46
20/04/2021;Menaggio;PS Generale;16
20/04/2021;S. Fermo;PS Generale;88
20/04/2021;S. Fermo;PS Ostetrico-Ginecologico;10
20/04/2021;S. Fermo;PS Pediatrico;29
21/04/2021;Cantù;PS Generale;46
21/04/2021;Menaggio;PS Generale;18
21/04/2021;S. Fermo;PS Generale;74
21/04/2021;S. Fermo;PS Ostetrico-Ginecologico;29
21/04/2021;S. Fermo;PS Pediatrico;30
22/04/2021;Cantù;PS Generale;45
22/04/2021;Menaggio;PS Generale;17
22/04/2021;S. Fermo;PS Generale;80
22/04/2021;S. Fermo;PS Ostetrico-Ginecologico;18
22/04/2021;S. Fermo;PS Pediatrico;24
23/04/2021;Cantù;PS Generale;47
23/04/2021;Menaggio;PS Generale;20
23/04/2021;S. Fermo;PS Generale;92
23/04/2021;S. Fermo;PS Ostetrico-Ginecologico;13
23/04/2021;S. Fermo;PS Pediatrico;15
24/04/2021;Cantù;PS Generale;55
24/04/2021;Menaggio;PS Generale;24
24/04/2021;S. Fermo;PS Generale;83
24/04/2021;S. Fermo;PS Ostetrico-Ginecologico;20
24/04/2021;S. Fermo;PS Pediatrico;33
25/04/2021;Cantù;PS Generale;48
25/04/2021;Menaggio;PS Generale;14
25/04/2021;S. Fermo;PS Generale;83
25/04/2021;S. Fermo;PS Ostetrico-Ginecologico;13
25/04/2021;S. Fermo;PS Pediatrico;25
26/04/2021;Cantù;PS Generale;58
26/04/2021;Menaggio;PS Generale;25
