DATA;SEDE;TIPO PS;NUMERO ACCESSI
08/01/2024;Como;PS Generale;85
08/01/2024;Como;PS Pediatrico;46
08/01/2024;Como;PS Ostetrico-Ginecologico;25
09/01/2024;Cantù;PS Generale;50
09/01/2024;Cantù;PS Pediatrico;14
09/01/2024;Menaggio;PS Generale;15
09/01/2024;Como;PS Generale;94
09/01/2024;Como;PS Pediatrico;26
09/01/2024;Como;PS Ostetrico-Ginecologico;18
10/01/2024;Cantù;PS Generale;56
10/01/2024;Cantù;PS Pediatrico;10
10/01/2024;Menaggio;PS Generale;18
10/01/2024;Como;PS Generale;80
10/01/2024;Como;PS Pediatrico;34
10/01/2024;Como;PS Ostetrico-Ginecologico;20
11/01/2024;Cantù;PS Generale;50
11/01/2024;Cantù;PS Pediatrico;15
11/01/2024;Menaggio;PS Generale;14
11/01/2024;Como;PS Generale;99
11/01/2024;Como;PS Pediatrico;40
11/01/2024;Como;PS Ostetrico-Ginecologico;16
12/01/2024;Cantù;PS Generale;61
12/01/2024;Cantù;PS Pediatrico;11
12/01/2024;Menaggio;PS Generale;17
12/01/2024;Como;PS Generale;112
12/01/2024;Como;PS Pediatrico;30
12/01/2024;Como;PS Ostetrico-Ginecologico;15
13/01/2024;Cantù;PS Generale;46
13/01/2024;Cantù;PS Pediatrico;15
13/01/2024;Menaggio;PS Generale;16
13/01/2024;Como;PS Generale;83
13/01/2024;Como;PS Pediatrico;42
13/01/2024;Como;PS Ostetrico-Ginecologico;23
14/01/2024;Cantù;PS Generale;36
14/01/2024;Cantù;PS Pediatrico;18
14/01/2024;Menaggio;PS Generale;13
14/01/2024;Como;PS Generale;96
14/01/2024;Como;PS Pediatrico;44
14/01/2024;Como;PS Ostetrico-Ginecologico;13
15/01/2024;Cantù;PS Generale;69
15/01/2024;Cantù;PS Pediatrico;8
15/01/2024;Menaggio;PS Generale;20
15/01/2024;Como;PS Generale;122
15/01/2024;Como;PS Pediatrico;38
15/01/2024;Como;PS Ostetrico-Ginecologico;17
16/01/2024;Cantù;PS Generale;44
16/01/2024;Cantù;PS Pediatrico;12
16/01/2024;Menaggio;PS Generale;11
16/01/2024;Como;PS Generale;95
16/01/2024;Como;PS Pediatrico;31
16/01/2024;Como;PS Ostetrico-Ginecologico;13
17/01/2024;Cantù;PS Generale;47
17/01/2024;Cantù;PS Pediatrico;12
17/01/2024;Menaggio;PS Generale;16
17/01/2024;Como;PS Generale;92
17/01/2024;Como;PS Pediatrico;36
17/01/2024;Como;PS Ostetrico-Ginecologico;17
18/01/2024;Cantù;PS Generale;50
18/01/2024;Cantù;PS Pediatrico;12
18/01/2024;Menaggio;PS Generale;11
18/01/2024;Como;PS Generale;105
18/01/2024;Como;PS Pediatrico;39
18/01/2024;Como;PS Ostetrico-Ginecologico;25
19/01/2024;Cantù;PS Generale;62
19/01/2024;Cantù;PS Pediatrico;15
19/01/2024;Menaggio;PS Generale;17
19/01/2024;Como;PS Generale;119
19/01/2024;Como;PS Pediatrico;36
19/01/2024;Como;PS Ostetrico-Ginecologico;19
20/01/2024;Cantù;PS Generale;51
20/01/2024;Cantù;PS Pediatrico;13
20/01/2024;Menaggio;PS Generale;15
20/01/2024;Como;PS Generale;113
20/01/2024;Como;PS Pediatrico;38
20/01/2024;Como;PS Ostetrico-Ginecologico;20
21/01/2024;Cantù;PS Generale;54
21/01/2024;Cantù;PS Pediatrico;12
21/01/2024;Menaggio;PS Generale;23
21/01/2024;Como;PS Generale;99
21/01/2024;Como;PS Pediatrico;38
21/01/2024;Como;PS Ostetrico-Ginecologico;19
22/01/2024;Cantù;PS Generale;46
22/01/2024;Cantù;PS Pediatrico;9
22/01/2024;Menaggio;PS Generale;29
22/01/2024;Como;PS Generale;120
22/01/2024;Como;PS Pediatrico;34
22/01/2024;Como;PS Ostetrico-Ginecologico;31
23/01/2024;Cantù;PS Generale;51
23/01/2024;Cantù;PS Pediatrico;12
23/01/2024;Menaggio;PS Generale;13
23/01/2024;Como;PS Generale;115
23/01/2024;Como;PS Pediatrico;33
23/01/2024;Como;PS Ostetrico-Ginecologico;18
24/01/2024;Cantù;PS Generale;59
24/01/2024;Cantù;PS Pediatrico;12
24/01/2024;Menaggio;PS Generale;14
24/01/2024;Como;PS Generale;95
24/01/2024;Como;PS Pediatrico;43
24/01/2024;Como;PS Ostetrico-Ginecologico;21
25/01/2024;Cantù;PS Generale;48
25/01/2024;Cantù;PS Pediatrico;14
25/01/2024;Menaggio;PS Generale;13
25/01/2024;Como;PS Generale;100
25/01/2024;Como;PS Pediatrico;47
25/01/2024;Como;PS Ostetrico-Ginecologico;25
26/01/2024;Cantù;PS Generale;50
26/01/2024;Cantù;PS Pediatrico;8
26/01/2024;Menaggio;PS Generale;18
26/01/2024;Como;PS Generale;111
26/01/2024;Como;PS Pediatrico;37
26/01/2024;Como;PS Ostetrico-Ginecologico;15
27/01/2024;Cantù;PS Generale;53
27/01/2024;Cantù;PS Pediatrico;8
27/01/2024;Menaggio;PS Generale;20
27/01/2024;Como;PS Generale;98
27/01/2024;Como;PS Pediatrico;43
27/01/2024;Como;PS Ostetrico-Ginecologico;13
28/01/2024;Cantù;PS Generale;55
28/01/2024;Cantù;PS Pediatrico;12
28/01/2024;Menaggio;PS Generale;15
28/01/2024;Como;PS Generale;105
28/01/2024;Como;PS Pediatrico;52
28/01/2024;Como;PS Ostetrico-Ginecologico;21
29/01/2024;Cantù;PS Generale;61
29/01/2024;Cantù;PS Pediatrico;11
29/01/2024;Menaggio;PS Generale;25
29/01/2024;Como;PS Generale;126
29/01/2024;Como;PS Pediatrico;48
29/01/2024;Como;PS Ostetrico-Ginecologico;22
30/01/2024;Cantù;PS Generale;50
30/01/2024;Cantù;PS Pediatrico;9
30/01/2024;Menaggio;PS Generale;18
30/01/2024;Como;PS Generale;102
30/01/2024;Como;PS Pediatrico;32
30/01/2024;Como;PS Ostetrico-Ginecologico;19
31/01/2024;Cantù;PS Generale;48
31/01/2024;Cantù;PS Pediatrico;28
31/01/2024;Menaggio;PS Generale;21
31/01/2024;Como;PS Generale;98
31/01/2024;Como;PS Pediatrico;31
31/01/2024;Como;PS Ostetrico-Ginecologico;21
01/02/2024;Cantù;PS Generale;54
01/02/2024;Cantù;PS Pediatrico;12
01/02/2024;Menaggio;PS Generale;22
01/02/2024;Como;PS Generale;105
01/02/2024;Como;PS Pediatrico;42
01/02/2024;Como;PS Ostetrico-Ginecologico;31
02/02/2024;Cantù;PS Generale;59
02/02/2024;Cantù;PS Pediatrico;22
02/02/2024;Menaggio;PS Generale;17
02/02/2024;Como;PS Generale;123
02/02/2024;Como;PS Pediatrico;39
02/02/2024;Como;PS Ostetrico-Ginecologico;14
03/02/2024;Cantù;PS Generale;49
03/02/2024;Cantù;PS Pediatrico;11
03/02/2024;Menaggio;PS Generale;14
03/02/2024;Como;PS Generale;117
03/02/2024;Como;PS Pediatrico;32
03/02/2024;Como;PS Ostetrico-Ginecologico;17
04/02/2024;Cantù;PS Generale;53
04/02/2024;Cantù;PS Pediatrico;22
04/02/2024;Menaggio;PS Generale;15
04/02/2024;Como;PS Generale;99
04/02/2024;Como;PS Pediatrico;58
04/02/2024;Como;PS Ostetrico-Ginecologico;19
05/02/2024;Cantù;PS Generale;49
05/02/2024;Cantù;PS Pediatrico;19
05/02/2024;Menaggio;PS Generale;26
05/02/2024;Como;PS Generale;137
05/02/2024;Como;PS Pediatrico;62
05/02/2024;Como;PS Ostetrico-Ginecologico;22
06/02/2024;Cantù;PS Generale;67
06/02/2024;Cantù;PS Pediatrico;16
06/02/2024;Menaggio;PS Generale;17
06/02/2024;Como;PS Generale;105
06/02/2024;Como;PS Pediatrico;35
06/02/2024;Como;PS Ostetrico-Ginecologico;13
07/02/2024;Cantù;PS Generale;62
07/02/2024;Cantù;PS Pediatrico;13
07/02/2024;Menaggio;PS Generale;10
07/02/2024;Como;PS Generale;107
07/02/2024;Como;PS Pediatrico;43
07/02/2024;Como;PS Ostetrico-Ginecologico;22
08/02/2024;Cantù;PS Generale;54
08/02/2024;Cantù;PS Pediatrico;14
08/02/2024;Menaggio;PS Generale;16
08/02/2024;Como;PS Generale;110
08/02/2024;Como;PS Pediatrico;47
08/02/2024;Como;PS Ostetrico-Ginecologico;13
09/02/2024;Cantù;PS Generale;55
09/02/2024;Cantù;PS Pediatrico;8
09/02/2024;Menaggio;PS Generale;18
09/02/2024;Como;PS Generale;98
09/02/2024;Como;PS Pediatrico;26
09/02/2024;Como;PS Ostetrico-Ginecologico;13
10/02/2024;Cantù;PS Generale;40
10/02/2024;Cantù;PS Pediatrico;20
10/02/2024;Menaggio;PS Generale;13
10/02/2024;Como;PS Generale;84
10/02/2024;Como;PS Pediatrico;41
10/02/2024;Como;PS Ostetrico-Ginecologico;16
11/02/2024;Cantù;PS Generale;44
11/02/2024;Cantù;PS Pediatrico;15
11/02/2024;Menaggio;PS Generale;25
11/02/2024;Como;PS Generale;101
11/02/2024;Como;PS Pediatrico;55
11/02/2024;Como;PS Ostetrico-Ginecologico;25
12/02/2024;Cantù;PS Generale;61
12/02/2024;Cantù;PS Pediatrico;16
12/02/2024;Menaggio;PS Generale;23
12/02/2024;Como;PS Generale;129
12/02/2024;Como;PS Pediatrico;47
12/02/2024;Como;PS Ostetrico-Ginecologico;15
13/02/2024;Cantù;PS Generale;50
13/02/2024;Cantù;PS Pediatrico;16
13/02/2024;Menaggio;PS Generale;18
13/02/2024;Como;PS Generale;98
13/02/2024;Como;PS Pediatrico;41
13/02/2024;Como;PS Ostetrico-Ginecologico;12
14/02/2024;Cantù;PS Generale;40
14/02/2024;Cantù;PS Pediatrico;14
14/02/2024;Menaggio;PS Generale;19
14/02/2024;Como;PS Generale;129
14/02/2024;Como;PS Pediatrico;43
14/02/2024;Como;PS Ostetrico-Ginecologico;15
15/02/2024;Cantù;PS Generale;50
15/02/2024;Cantù;PS Pediatrico;23
15/02/2024;Menaggio;PS Generale;16
15/02/2024;Como;PS Generale;113
15/02/2024;Como;PS Pediatrico;37
15/02/2024;Como;PS Ostetrico-Ginecologico;24
16/02/2024;Cantù;PS Generale;58
16/02/2024;Cantù;PS Pediatrico;12
16/02/2024;Menaggio;PS Generale;23
16/02/2024;Como;PS Generale;115
16/02/2024;Como;PS Pediatrico;44
16/02/2024;Como;PS Ostetrico-Ginecologico;19
17/02/2024;Cantù;PS Generale;54
17/02/2024;Cantù;PS Pediatrico;16
17/02/2024;Menaggio;PS Generale;20
17/02/2024;Como;PS Generale;111
17/02/2024;Como;PS Pediatrico;44
17/02/2024;Como;PS Ostetrico-Ginecologico;21
18/02/2024;Cantù;PS Generale;65
18/02/2024;Cantù;PS Pediatrico;16
18/02/2024;Menaggio;PS Generale;12
18/02/2024;Como;PS Generale;96
18/02/2024;Como;PS Pediatrico;67
18/02/2024;Como;PS Ostetrico-Ginecologico;14
19/02/2024;Cantù;PS Generale;68
19/02/2024;Cantù;PS Pediatrico;19
19/02/2024;Menaggio;PS Generale;26
19/02/2024;Como;PS Generale;109
19/02/2024;Como;PS Pediatrico;52
19/02/2024;Como;PS Ostetrico-Ginecologico;23
20/02/2024;Cantù;PS Generale;64
20/02/2024;Cantù;PS Pediatrico;12
20/02/2024;Menaggio;PS Generale;18
20/02/2024;Como;PS Generale;99
20/02/2024;Como;PS Pediatrico;47
20/02/2024;Como;PS Ostetrico-Ginecologico;17
21/02/2024;Cantù;PS Generale;60
21/02/2024;Cantù;PS Pediatrico;23
21/02/2024;Menaggio;PS Generale;15
21/02/2024;Como;PS Generale;102
21/02/2024;Como;PS Pediatrico;39
21/02/2024;Como;PS Ostetrico-Ginecologico;19
22/02/2024;Cantù;PS Generale;60
22/02/2024;Cantù;PS Pediatrico;10
22/02/2024;Menaggio;PS Generale;13
22/02/2024;Como;PS Generale;100
22/02/2024;Como;PS Pediatrico;28
22/02/2024;Como;PS Ostetrico-Ginecologico;20
23/02/2024;Cantù;PS Generale;48
23/02/2024;Cantù;PS Pediatrico;17
23/02/2024;Menaggio;PS Generale;16
23/02/2024;Como;PS Generale;109
23/02/2024;Como;PS Pediatrico;40
23/02/2024;Como;PS Ostetrico-Ginecologico;29
24/02/2024;Cantù;PS Generale;39
24/02/2024;Cantù;PS Pediatrico;16
24/02/2024;Menaggio;PS Generale;12
24/02/2024;Como;PS Generale;97
24/02/2024;Como;PS Pediatrico;46
24/02/2024;Como;PS Ostetrico-Ginecologico;21
25/02/2024;Cantù;PS Generale;44
25/02/2024;Cantù;PS Pediatrico;21
25/02/2024;Menaggio;PS Generale;16
25/02/2024;Como;PS Generale;86
25/02/2024;Como;PS Pediatrico;50
25/02/2024;Como;PS Ostetrico-Ginecologico;27
26/02/2024;Cantù;PS Generale;61
26/02/2024;Cantù;PS Pediatrico;13
26/02/2024;Menaggio;PS Generale;21
26/02/2024;Como;PS Generale;120
26/02/2024;Como;PS Pediatrico;52
26/02/2024;Como;PS Ostetrico-Ginecologico;20
27/02/2024;Cantù;PS Generale;47
27/02/2024;Cantù;PS Pediatrico;10
27/02/2024;Menaggio;PS Generale;27
27/02/2024;Como;PS Generale;109
27/02/2024;Como;PS Pediatrico;44
27/02/2024;Como;PS Ostetrico-Ginecologico;18
28/02/2024;Cantù;PS Generale;54
28/02/2024;Cantù;PS Pediatrico;12
28/02/2024;Menaggio;PS Generale;21
28/02/2024;Como;PS Generale;111
28/02/2024;Como;PS Pediatrico;44
28/02/2024;Como;PS Ostetrico-Ginecologico;16
29/02/2024;Cantù;PS Generale;58
29/02/2024;Cantù;PS Pediatrico;27
29/02/2024;Menaggio;PS Generale;18
29/02/2024;Como;PS Generale;104
29/02/2024;Como;PS Pediatrico;45
29/02/2024;Como;PS Ostetrico-Ginecologico;11
01/03/2024;Cantù;PS Generale;47
01/03/2024;Cantù;PS Pediatrico;17
01/03/2024;Menaggio;PS Generale;12
01/03/2024;Como;PS Generale;118
01/03/2024;Como;PS Pediatrico;37
01/03/2024;Como;PS Ostetrico-Ginecologico;18
02/03/2024;Cantù;PS Generale;58
02/03/2024;Cantù;PS Pediatrico;19
02/03/2024;Menaggio;PS Generale;22
02/03/2024;Como;PS Generale;89
02/03/2024;Como;PS Pediatrico;52
02/03/2024;Como;PS Ostetrico-Ginecologico;12
03/03/2024;Cantù;PS Generale;43
03/03/2024;Cantù;PS Pediatrico;21
03/03/2024;Menaggio;PS Generale;11
03/03/2024;Como;PS Generale;99
03/03/2024;Como;PS Pediatrico;55
03/03/2024;Como;PS Ostetrico-Ginecologico;15
04/03/2024;Cantù;PS Generale;68
04/03/2024;Cantù;PS Pediatrico;15
04/03/2024;Menaggio;PS Generale;23
04/03/2024;Como;PS Generale;120
04/03/2024;Como;PS Pediatrico;45
04/03/2024;Como;PS Ostetrico-Ginecologico;21
05/03/2024;Cantù;PS Generale;58
05/03/2024;Cantù;PS Pediatrico;13
05/03/2024;Menaggio;PS Generale;13
05/03/2024;Como;PS Generale;113
05/03/2024;Como;PS Pediatrico;30
05/03/2024;Como;PS Ostetrico-Ginecologico;18
06/03/2024;Cantù;PS Generale;57
06/03/2024;Cantù;PS Pediatrico;8
06/03/2024;Menaggio;PS Generale;15
06/03/2024;Como;PS Generale;102
06/03/2024;Como;PS Pediatrico;35
06/03/2024;Como;PS Ostetrico-Ginecologico;20
07/03/2024;Cantù;PS Generale;42
07/03/2024;Cantù;PS Pediatrico;17
07/03/2024;Menaggio;PS Generale;25
07/03/2024;Como;PS Generale;92
07/03/2024;Como;PS Pediatrico;40
07/03/2024;Como;PS Ostetrico-Ginecologico;19
08/03/2024;Cantù;PS Generale;44
08/03/2024;Cantù;PS Pediatrico;12
08/03/2024;Menaggio;PS Generale;16
08/03/2024;Como;PS Generale;105
08/03/2024;Como;PS Pediatrico;33
08/03/2024;Como;PS Ostetrico-Ginecologico;20
09/03/2024;Cantù;PS Generale;54
09/03/2024;Cantù;PS Pediatrico;11
09/03/2024;Menaggio;PS Generale;14
09/03/2024;Como;PS Generale;109
09/03/2024;Como;PS Pediatrico;57
09/03/2024;Como;PS Ostetrico-Ginecologico;19
10/03/2024;Cantù;PS Generale;56
10/03/2024;Cantù;PS Pediatrico;18
10/03/2024;Menaggio;PS Generale;9
10/03/2024;Como;PS Generale;103
10/03/2024;Como;PS Pediatrico;52
10/03/2024;Como;PS Ostetrico-Ginecologico;20
11/03/2024;Cantù;PS Generale;65
11/03/2024;Cantù;PS Pediatrico;15
11/03/2024;Menaggio;PS Generale;19
11/03/2024;Como;PS Generale;107
11/03/2024;Como;PS Pediatrico;53
11/03/2024;Como;PS Ostetrico-Ginecologico;18
12/03/2024;Cantù;PS Generale;73
12/03/2024;Cantù;PS Pediatrico;13
12/03/2024;Menaggio;PS Generale;11
12/03/2024;Como;PS Generale;115
12/03/2024;Como;PS Pediatrico;47
12/03/2024;Como;PS Ostetrico-Ginecologico;29
13/03/2024;Cantù;PS Generale;64
13/03/2024;Cantù;PS Pediatrico;19
13/03/2024;Menaggio;PS Generale;19
13/03/2024;Como;PS Generale;106
13/03/2024;Como;PS Pediatrico;47
13/03/2024;Como;PS Ostetrico-Ginecologico;37
14/03/2024;Cantù;PS Generale;61
14/03/2024;Cantù;PS Pediatrico;20
14/03/2024;Menaggio;PS Generale;17
14/03/2024;Como;PS Generale;124
14/03/2024;Como;PS Pediatrico;45
14/03/2024;Como;PS Ostetrico-Ginecologico;17
15/03/2024;Cantù;PS Generale;51
15/03/2024;Cantù;PS Pediatrico;15
15/03/2024;Menaggio;PS Generale;18
15/03/2024;Como;PS Generale;115
15/03/2024;Como;PS Pediatrico;61
15/03/2024;Como;PS Ostetrico-Ginecologico;22
16/03/2024;Cantù;PS Generale;56
16/03/2024;Cantù;PS Pediatrico;20
16/03/2024;Menaggio;PS Generale;24
16/03/2024;Como;PS Generale;106
16/03/2024;Como;PS Pediatrico;56
16/03/2024;Como;PS Ostetrico-Ginecologico;15
17/03/2024;Cantù;PS Generale;51
17/03/2024;Cantù;PS Pediatrico;26
17/03/2024;Menaggio;PS Generale;9
17/03/2024;Como;PS Generale;100
17/03/2024;Como;PS Pediatrico;65
17/03/2024;Como;PS Ostetrico-Ginecologico;29
18/03/2024;Cantù;PS Generale;75
18/03/2024;Cantù;PS Pediatrico;21
18/03/2024;Menaggio;PS Generale;22
18/03/2024;Como;PS Generale;138
18/03/2024;Como;PS Pediatrico;49
18/03/2024;Como;PS Ostetrico-Ginecologico;17
19/03/2024;Cantù;PS Generale;62
19/03/2024;Cantù;PS Pediatrico;14
19/03/2024;Menaggio;PS Generale;14
19/03/2024;Como;PS Generale;104
19/03/2024;Como;PS Pediatrico;51
19/03/2024;Como;PS Ostetrico-Ginecologico;18
20/03/2024;Cantù;PS Generale;53
20/03/2024;Cantù;PS Pediatrico;17
20/03/2024;Menaggio;PS Generale;9
20/03/2024;Como;PS Generale;109
20/03/2024;Como;PS Pediatrico;48
20/03/2024;Como;PS Ostetrico-Ginecologico;21
21/03/2024;Cantù;PS Generale;44
21/03/2024;Cantù;PS Pediatrico;10
21/03/2024;Menaggio;PS Generale;24
21/03/2024;Como;PS Generale;123
21/03/2024;Como;PS Pediatrico;42
21/03/2024;Como;PS Ostetrico-Ginecologico;12
22/03/2024;Cantù;PS Generale;49
22/03/2024;Cantù;PS Pediatrico;17
22/03/2024;Menaggio;PS Generale;26
22/03/2024;Como;PS Generale;117
22/03/2024;Como;PS Pediatrico;47
22/03/2024;Como;PS Ostetrico-Ginecologico;22
23/03/2024;Cantù;PS Generale;58
23/03/2024;Cantù;PS Pediatrico;21
23/03/2024;Menaggio;PS Generale;20
23/03/2024;Como;PS Generale;103
23/03/2024;Como;PS Pediatrico;64
23/03/2024;Como;PS Ostetrico-Ginecologico;15
24/03/2024;Cantù;PS Generale;57
24/03/2024;Cantù;PS Pediatrico;21
24/03/2024;Menaggio;PS Generale;20
24/03/2024;Como;PS Generale;96
24/03/2024;Como;PS Pediatrico;55
24/03/2024;Como;PS Ostetrico-Ginecologico;13
25/03/2024;Cantù;PS Generale;68
25/03/2024;Cantù;PS Pediatrico;18
25/03/2024;Menaggio;PS Generale;23
25/03/2024;Como;PS Generale;108
25/03/2024;Como;PS Pediatrico;53
25/03/2024;Como;PS Ostetrico-Ginecologico;25
26/03/2024;Cantù;PS Generale;54
26/03/2024;Cantù;PS Pediatrico;14
26/03/2024;Menaggio;PS Generale;28
26/03/2024;Como;PS Generale;120
26/03/2024;Como;PS Pediatrico;39
26/03/2024;Como;PS Ostetrico-Ginecologico;29
27/03/2024;Cantù;PS Generale;61
27/03/2024;Cantù;PS Pediatrico;11
27/03/2024;Menaggio;PS Generale;18
27/03/2024;Como;PS Generale;105
27/03/2024;Como;PS Pediatrico;34
27/03/2024;Como;PS Ostetrico-Ginecologico;17
28/03/2024;Cantù;PS Generale;39
28/03/2024;Cantù;PS Pediatrico;10
28/03/2024;Menaggio;PS Generale;15
28/03/2024;Como;PS Generale;119
28/03/2024;Como;PS Pediatrico;28
28/03/2024;Como;PS Ostetrico-Ginecologico;17
29/03/2024;Cantù;PS Generale;41
29/03/2024;Cantù;PS Pediatrico;16
29/03/2024;Menaggio;PS Generale;22
29/03/2024;Como;PS Generale;125
29/03/2024;Como;PS Pediatrico;41
29/03/2024;Como;PS Ostetrico-Ginecologico;23
30/03/2024;Cantù;PS Generale;49
30/03/2024;Cantù;PS Pediatrico;27
30/03/2024;Menaggio;PS Generale;17
30/03/2024;Como;PS Generale;100
30/03/2024;Como;PS Pediatrico;49
30/03/2024;Como;PS Ostetrico-Ginecologico;20
31/03/2024;Cantù;PS Generale;39
31/03/2024;Cantù;PS Pediatrico;24
31/03/2024;Menaggio;PS Generale;17
31/03/2024;Como;PS Generale;102
31/03/2024;Como;PS Pediatrico;53
31/03/2024;Como;PS Ostetrico-Ginecologico;15
01/04/2024;Cantù;PS Generale;47
01/04/2024;Cantù;PS Pediatrico;18
01/04/2024;Menaggio;PS Generale;16
01/04/2024;Como;PS Generale;103
01/04/2024;Como;PS Pediatrico;49
01/04/2024;Como;PS Ostetrico-Ginecologico;19
02/04/2024;Cantù;PS Generale;74
02/04/2024;Cantù;PS Pediatrico;9
02/04/2024;Menaggio;PS Generale;23
02/04/2024;Como;PS Generale;143
02/04/2024;Como;PS Pediatrico;50
02/04/2024;Como;PS Ostetrico-Ginecologico;32
03/04/2024;Cantù;PS Generale;52
03/04/2024;Cantù;PS Pediatrico;19
03/04/2024;Menaggio;PS Generale;19
03/04/2024;Como;PS Generale;114
03/04/2024;Como;PS Pediatrico;35
03/04/2024;Como;PS Ostetrico-Ginecologico;12
04/04/2024;Cantù;PS Generale;65
04/04/2024;Cantù;PS Pediatrico;13
04/04/2024;Menaggio;PS Generale;14
04/04/2024;Como;PS Generale;124
04/04/2024;Como;PS Pediatrico;42
04/04/2024;Como;PS Ostetrico-Ginecologico;30
05/04/2024;Cantù;PS Generale;63
05/04/2024;Cantù;PS Pediatrico;21
05/04/2024;Menaggio;PS Generale;26
05/04/2024;Como;PS Generale;103
05/04/2024;Como;PS Pediatrico;39
05/04/2024;Como;PS Ostetrico-Ginecologico;22
06/04/2024;Cantù;PS Generale;58
06/04/2024;Cantù;PS Pediatrico;13
06/04/2024;Menaggio;PS Generale;10
06/04/2024;Como;PS Generale;115
06/04/2024;Como;PS Pediatrico;46
06/04/2024;Como;PS Ostetrico-Ginecologico;19
07/04/2024;Cantù;PS Generale;49
07/04/2024;Cantù;PS Pediatrico;33
07/04/2024;Menaggio;PS Generale;17
07/04/2024;Como;PS Generale;101
07/04/2024;Como;PS Pediatrico;59
07/04/2024;Como;PS Ostetrico-Ginecologico;21
08/04/2024;Cantù;PS Generale;80
08/04/2024;Cantù;PS Pediatrico;19
08/04/2024;Menaggio;PS Generale;30
08/04/2024;Como;PS Generale;145
08/04/2024;Como;PS Pediatrico;54
08/04/2024;Como;PS Ostetrico-Ginecologico;24
09/04/2024;Cantù;PS Generale;55
09/04/2024;Cantù;PS Pediatrico;18
09/04/2024;Menaggio;PS Generale;23
09/04/2024;Como;PS Generale;105
09/04/2024;Como;PS Pediatrico;44
09/04/2024;Como;PS Ostetrico-Ginecologico;21
10/04/2024;Cantù;PS Generale;54
10/04/2024;Cantù;PS Pediatrico;12
10/04/2024;Menaggio;PS Generale;14
10/04/2024;Como;PS Generale;99
10/04/2024;Como;PS Pediatrico;37
10/04/2024;Como;PS Ostetrico-Ginecologico;21
11/04/2024;Cantù;PS Generale;61
11/04/2024;Cantù;PS Pediatrico;14
11/04/2024;Menaggio;PS Generale;22
11/04/2024;Como;PS Generale;82
11/04/2024;Como;PS Pediatrico;39
11/04/2024;Como;PS Ostetrico-Ginecologico;21
12/04/2024;Cantù;PS Generale;58
12/04/2024;Cantù;PS Pediatrico;12
12/04/2024;Menaggio;PS Generale;21
12/04/2024;Como;PS Generale;102
12/04/2024;Como;PS Pediatrico;64
12/04/2024;Como;PS Ostetrico-Ginecologico;21
13/04/2024;Cantù;PS Generale;51
13/04/2024;Cantù;PS Pediatrico;26
13/04/2024;Menaggio;PS Generale;16
13/04/2024;Como;PS Generale;99
13/04/2024;Como;PS Pediatrico;53
13/04/2024;Como;PS Ostetrico-Ginecologico;16
14/04/2024;Cantù;PS Generale;50
14/04/2024;Cantù;PS Pediatrico;36
14/04/2024;Menaggio;PS Generale;19
14/04/2024;Como;PS Generale;114
14/04/2024;Como;PS Pediatrico;68
14/04/2024;Como;PS Ostetrico-Ginecologico;14
15/04/2024;Cantù;PS Generale;68
15/04/2024;Cantù;PS Pediatrico;15
15/04/2024;Menaggio;PS Generale;37
15/04/2024;Como;PS Generale;134
15/04/2024;Como;PS Pediatrico;46
15/04/2024;Como;PS Ostetrico-Ginecologico;24
16/04/2024;Cantù;PS Generale;69
16/04/2024;Cantù;PS Pediatrico;15
