CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
10256;0;Piazza Carlo Pisacane, 9;EREDI EMILIANO MAZZELLA SDF;2614530596;4027;59018;PONZA;-;59;LT;LATINA;120;LAZIO;01/09/2011;31/03/2013;Ordinaria;1;40.91857;12.95941;1
10257;0;Via XXIV Maggio, 14/16;FIORE GINO;-;4022;59007;FONDI;-;59;LT;LATINA;120;LAZIO;01/07/2007;31/08/2010;Ordinaria;1;41.3559;13.43019;1
10258;0;Largo B. Buozzi, 12;SANTA RITA DI ANGELO DR. SCERPA;2452190594;4018;59028;SEZZE;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.4895;13.0569;1
10259;0;Piazza Giovanni XXIII, 11;DEL POPOLO DI DI VITO TATIANA SAS;2652220597;4015;59019;PRIVERNO;-;59;LT;LATINA;120;LAZIO;01/04/2013;-;Ordinaria;1;41.47167;13.18189;1
10260;0;Via Giovanni XXIII, 33;SAVO FIORELLA;-;4011;59001;APRILIA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.5942;12.64858;1
10261;0;Via Ponchiello, 40/44;NAPOLITANO CINZIA;2536760594;4011;59001;APRILIA;-;59;LT;LATINA;120;LAZIO;01/06/2010;-;Ordinaria;1;41.59132;12.6596;1
10262;0;Via Latina 38;GALENO - DOTT. PARISELLA ETTORE - DOTT. SERONE CLAUDIO;-;4012;59005;CISTERNA DI LATINA;Cerciabella;59;LT;LATINA;120;LAZIO;01/01/2005;30/09/2007;Ordinaria;1;41.57339;12.8375;1
10263;0;Corso Vittorio Emanuele, 1;DI PASQUALE IGNAZIO;563380591;4017;59025;SAN FELICE CIRCEO;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.2535;13.08567;1
10264;0;Via Dante, 48;TAGLIAMONTE ORTENSIA;906390596;4027;59018;PONZA;-;59;LT;LATINA;120;LAZIO;01/10/2010;28/02/2011;Ordinaria;1;40.89956;12.96028;1
10265;0;Corso Della Repubblica, 210;SAN MARCO DELLA DOTT.SSA ANNALISA CORSI E C. SAS;2745510590;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.52714;13.15575;1
10266;0;Piazza Municipio;ROSATO ANNA;971660592;4020;59003;CAMPODIMELE;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.38972;13.53031;1
10267;0;Via Alighieri, 3/7;COTRONEO MARIO;984040592;4010;59013;MAENZA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/03/2013;Ordinaria;1;41.54286;13.1829;1
10268;0;Via Corana;BELLOTTI LUCIA;982040594;4012;59005;CISTERNA DI LATINA;DOGANELLA DI NINFA;59;LT;LATINA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.59196;12.92009;1
10269;0;Via Migliara 54, 1;BORSO' FRANCO;993470590;4010;59024;SABAUDIA;B.GO VODIGE;59;LT;LATINA;120;LAZIO;01/01/2005;31/03/2013;Ordinaria;1;41.31075;13.06729;1
10270;0;Viale Statuto, 3;TRAVAGLIATI GIANCARLO;1048130593;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.46635;12.87783;1
10271;0;Via Provinciale, 60;PARISELLA GIULIANO;704760594;4020;59015;MONTE SAN BIAGIO;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/03/2013;Ordinaria;1;41.36607;13.31663;1
10272;0;Corso della Repubblica, 83;RICCI LORETTA;232080598;4012;59005;CISTERNA DI LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.59886;12.82043;1
10273;0;Via Valle, 24;REALE ANNALISA;1194240592;4029;59030;SPERLONGA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.26015;13.43217;1
10274;0;Via Don L. Sturzo;FELICI FERMO;-;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.46635;12.87783;1
10275;0;Passeggiata San Giovanni, 55;BARATTOLO ANNA BEATRICE;1250920590;4010;59016;NORMA;-;59;LT;LATINA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.60164;12.98008;1
10276;0;Via S. Antonio, 8;IACOZZA ANTONIO;1124740596;4020;59007;FONDI;SALTO DI FONDI;59;LT;LATINA;120;LAZIO;01/01/2005;31/03/2013;Ordinaria;1;41.33617;13.4094;1
10277;0;Via Cavour, 33;CENTRALE;1086560594;4014;59017;PONTINIA;-;59;LT;LATINA;120;LAZIO;01/04/2013;-;Ordinaria;1;41.40877;13.04792;1
10278;0;Piazza Umberto I, 12;GIORGI FLORA;720110592;4010;59020;PROSSEDI;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.49738;13.25799;1
10279;0;Via Giacomo Leopardi, 1;DE GREGORIO CHIARA;1290530599;4010;59006;CORI;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.64682;12.90576;1
10280;0;Viale Guglielmo Marconi, 12;DE LONGIS ROSSELLA;1596050607;4025;59012;LENOLA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.40611;13.45941;1
10281;0;Piazza Giacomo Matteotti, 3;TERENZIO DANIELE;1301560593;4022;59007;FONDI;-;59;LT;LATINA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.35799;13.42867;1
10282;0;Via Duca del Mare, 52;VIRGOLINO ANTONIO;196140594;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.46579;12.90133;1
10283;0;Via Consolare, 5;COLETTA ELENA GRAZIA;1398500593;4010;59029;SONNINO;SONNINO SCALO;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.47443;13.17893;1
10284;0;Via Appia, Km. 144;SCIARRA RITA MARIA;1400750590;4023;59008;FORMIA;-;59;LT;LATINA;120;LAZIO;01/01/2005;30/09/2011;Ordinaria;1;41.28464;13.62809;1
10285;0;Via La Nece snc-Condominio De Felice 2;ZIZZI GIANCARLO;-;4019;59032;TERRACINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.31583;13.19094;1
10286;0;Via Roma, 40/42;TERENZIO PATRIZIA;-;4022;59007;FONDI;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.35881;13.41763;1
10287;0;Via Dei Lauri, 110;PALMIERI DSSA PIACENTE CHIARA;1475730592;4011;59001;APRILIA;-;59;LT;LATINA;120;LAZIO;01/04/2013;-;Ordinaria;1;41.59685;12.65048;1
10288;0;Via P. L. Nervi;MULA' RICCARDO MARIA;557350592;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.46635;12.87783;1
10289;0;Via Nettunense, 44;FIORILLO GENNARO;1502850595;4010;59001;APRILIA;CAMPOLEONE;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.5942;12.64858;1
10290;0;Via Genio Civile;BORGIA LINA;1503510594;4011;59001;APRILIA;CAMPO DI CARNE;59;LT;LATINA;120;LAZIO;01/01/2005;31/10/2011;Ordinaria;1;41.55127;12.63547;1
10291;0;Via Appia, 1681;FRANCO MARCELLA;1511160598;4026;59014;MINTURNO;MARINA DI MINTURNO;59;LT;LATINA;120;LAZIO;01/01/2005;31/03/2013;Ordinaria;1;41.24859;13.74172;1
10292;0;Via Don Torello, 13;PENNACCHIO ROBERTO;1557440599;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.46635;12.87783;1
10293;0;Via Roma, 105;SANT'ELENA SAS  DEL DR. CIPOLLA GIUSEPPE & C.;2613200597;4019;59032;TERRACINA;-;59;LT;LATINA;120;LAZIO;01/04/2013;-;Ordinaria;1;41.31583;13.19094;1
10294;0;Corso della Repubblica, 8;CATALDI TASSONI LIDIA;-;4010;59028;SEZZE;SEZZE SCALO;59;LT;LATINA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.49738;13.04352;1
10295;0;Via Aldo Moro, 27;COMUNALE CISTERNA DI LATINA;700200595;4012;59005;CISTERNA DI LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/03/2013;Ordinaria;1;41.60064;12.84504;1
10296;0;Corso Italia, 87;CENICCOLA JOHN;-;4022;59007;FONDI;-;59;LT;LATINA;120;LAZIO;01/07/2007;31/08/2010;Ordinaria;1;41.35597;13.42927;1
10297;0;Via Appia, 406/408;TIAR SAS DIIMMACOLATA, ALBA, RAFFAELLA TARANTINO;2258980594;4026;59014;MINTURNO;-;59;LT;LATINA;120;LAZIO;01/04/2013;-;Ordinaria;1;41.24859;13.74172;1
10298;0;Via Don Torello, 97;GIANNANTONIO GIANCARLO;1649930599;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.46635;12.87783;1
10299;0;Via Crocefisso, SNC;GIANNANTONIO MARIA GIOVANNA;1649940598;4100;59011;LATINA;B.GO SANTA MARIA;59;LT;LATINA;120;LAZIO;01/04/2013;-;Ordinaria;1;41.47281;13.18554;1
10300;0;Via Francesco Baracca, 571;CIUFO SNC DELLE DR.SSE ROSALBA  PIETROLUNGO E VIRIGNIA CIUFO;1648790598;4020;59026;SANTI COSMA E DAMIANO;-;59;LT;LATINA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.27993;13.8018;1
10301;0;Via Romagnoli, 9/11;FIACCO MARIA ROSARIA;-;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.46635;12.87783;1
10302;0;Via delle Arene, 258;GUBBINI EZIO;-;4019;59032;TERRACINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.31583;13.19094;1
10303;0;Strada Litoranea, 316;LA ROSA MILENA;1671820593;4100;59011;LATINA;B.GO GRAPPA;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.4203;12.87756;1
10304;0;Via Andrea Doria, 11;FARINA DEL DOTT. FARINA SALVATORE & C. SNC;2747600597;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.26006;13.42932;1
10305;0;Piazza Benedetto Croce, 29/30;LUCIDI CARLA;1702840594;4011;59001;APRILIA;-;59;LT;LATINA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.59316;12.65326;1
10306;0;Via Emanuele Filiberto, 63;FONTANA AMELIA;2181360591;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.46967;12.89691;1
10307;0;Strada Sabotino, 3;MIRANDA AMATO;1089930596;4100;59011;LATINA;B.GO SABOTINO;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.45481;12.84203;1
10308;0;Via S. Janni, 13;AZZUOLI GIULIANA & C. SAS;-;4023;59008;FORMIA;-;59;LT;LATINA;120;LAZIO;01/03/2011;-;Ordinaria;1;41.28464;13.62809;1
10309;0;Piazza Mazzoccolo, 19;GIUGLIANO AGNESE;1749190599;4024;59009;GAETA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.21831;13.56281;1
10310;0;Piazza B. Buozzi (Pal. Ceci);TELESCA MARIA LUISA;1744810597;4019;59032;TERRACINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.31583;13.19094;1
10311;0;Via Bologna, 24;FALVO VINCENZO;1753800596;4024;59009;GAETA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.21373;13.5613;1
10312;0;Piazza Santa Maria;SAGRIPANTI MARIA GRAZIA;1824050601;4010;59023;ROCCASECCA DEI VOLSCI;-;59;LT;LATINA;120;LAZIO;01/01/2008;31/03/2010;Ordinaria;1;41.464;13.22701;1
10313;0;Corso Della Repubblica, 190;CALDERAZZO FILIPPO;1778170595;4012;59005;CISTERNA DI LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;30/04/2013;Ordinaria;1;41.59886;12.82043;1
10314;0;Via Ponte Gagliardo 205;SAVELLI IMMACOLATA;4779190489;4022;59007;FONDI;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.36693;13.41605;1
10315;0;Via Mediana Cisterna, 60;LUPO SNC;1784180596;4011;59001;APRILIA;CAMPOVERDE;59;LT;LATINA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.53869;12.7343;1
10316;0;Piazza Alcide De Gaspari, 2;TISCIONE NICOLA;3488670617;4020;59033;VENTOTENE;-;59;LT;LATINA;120;LAZIO;01/06/2009;-;Ordinaria;1;40.79252;13.42976;1
10317;0;Via Roccagorga, 13;COMUNALE SEZZE;-;4018;59028;SEZZE;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.49942;13.06176;1
10318;0;Piazza G. Antonelli, 7;SPAZIANI CESARE;-;4019;59032;TERRACINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.31583;13.19094;1
10319;0;Via Roma, 104;PELLEGRINI LUIGI;-;4010;59029;SONNINO;-;59;LT;LATINA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.41448;13.24285;1
10320;0;Via San Rocco, 22;PERRINO MARIA;1785050590;4021;59004;CASTELFORTE;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.31076;13.85206;1
10321;0;Largo Paone, 2;DI NELLA ERSILIA;-;4023;59008;FORMIA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.28464;13.62809;1
10322;0;Via Parigi, 6;FARMA APRILIA;1920240593;4011;59001;APRILIA;-;59;LT;LATINA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.57699;12.66759;1
10323;0;Via Paganini, snc - Q4;PAPAGNO MARIO;-;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.46635;12.87783;1
10324;0;Via Appia, 6333/6337;MESSINA CALOGERA;1441470596;4014;59017;PONTINIA;MESA DI PONTINIA;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.40264;13.11198;1
10325;0;Via Foro Appio, 2;CASSANDRA ANGELO;-;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.46757;12.9036;1
10326;0;S.S. 156 Monti Lepini Km. 29.700;CARBONE ANTONIO;-;4010;59019;PRIVERNO;CERIARA DI PRIVERNO;59;LT;LATINA;120;LAZIO;01/01/2005;31/05/2009;Ordinaria;1;41.47171;13.1664;1
10327;0;Via Carducci, 13;DE STASIO LUIGI;2010450597;4020;59031;SPIGNO SATURNIA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.31751;13.70202;1
10328;0;Via Vitruvio, 33;DE STASIO ALFONSINA;1304500596;4023;59008;FORMIA;-;59;LT;LATINA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.25498;13.60432;1
10329;0;Via Roma, 28;CUSANI LAURA;2027410592;4020;59015;MONTE SAN BIAGIO;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.36607;13.31663;1
10330;0;Corso Appio Claudio, 38;POLIDORI VITTORIO;2036810592;4022;59007;FONDI;-;59;LT;LATINA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.3585;13.42759;1
10331;0;Largo Cavalli snc;PETROSINO FRANCESCO;-;4100;59011;LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.46635;12.87783;1
10332;0;Via Italo Balbo, 72/b;AZIENDA FARMACEUTICA SPA;2024630598;4020;59010;ITRI;-;59;LT;LATINA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.30471;13.52762;1
10333;0;Via Faustina, 34;CIPOLLINI ANTONIO;2053070591;4024;59009;GAETA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.20946;13.58424;1
10334;0;Via Fossignano, 78;QUARTA ANNA;-;4011;59001;APRILIA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.60166;12.54547;1
10335;0;Via Olivetani, 22;RIZZI ANNA GIOVANNINA;-;4023;59008;FORMIA;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.25449;13.59752;1
10336;0;Via Carroceto, 227/A;SANT'ANTONIO LUIGINA GIANNI;7589421002;4011;59001;APRILIA;-;59;LT;LATINA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.5942;12.64858;1
10337;0;VIA XXIV MAGGIO, 7;ROMEO FRANCESCA;6738551008;4026;59014;MINTURNO;-;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.26347;13.74533;1
10338;0;Via Migliara, 47;GAROZZO PIETRO;1213140591;4016;59024;SABAUDIA;BELLAFARNIA;59;LT;LATINA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.37192;12.97339;1
10339;0;Piazza Michelangelo, 29;SAN FRANCESCO CORRENTE ANNA;-;4012;59005;CISTERNA DI LATINA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.57339;12.8375;1
10340;0;Via Boschetto, 29;FIACCO LETIZIA;6799831000;4010;59022;ROCCA MASSIMA;-;59;LT;LATINA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.69338;12.91817;1
10341;0;Via Migliara, 55;DEL FRASSO SNC;2076820592;4010;59029;SONNINO;FRASSO;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.40101;13.23397;1
10342;0;Via Carlo Alberto, 3;BORSO MASETTI FRANCO;1922820590;4016;59024;SABAUDIA;-;59;LT;LATINA;120;LAZIO;01/01/2008;30/09/2010;Ordinaria;1;41.29898;13.04042;1
10343;0;Via Casalazzara;MARCON GIOCONDO;-;4011;59001;APRILIA;-;59;LT;LATINA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.5942;12.64858;1
10344;0;Strada Acque Alte, 83;MAGGIACOMO GIUSTINIANO;2120280595;4010;59011;LATINA;B.GO PODGORA;59;LT;LATINA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.46635;12.87783;1
10345;0;Via Strabone, snc;SACCOCCIO ALESSANDRA;2121780593;4100;59011;LATINA;B.GO CARSO;59;LT;LATINA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.46635;12.87783;1
10346;0;Via Casalotti, 140/146;COMUNALE CASALOTTI II;5903241007;166;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.92368;12.57115;1
10347;0;Via Maria, 25;ABBAZIA DI CASAMARI DR. RICCI FRANCESCO;-;3020;60085;VEROLI;CASAMARI;60;FR;FROSINONE;120;LAZIO;01/01/2005;31/03/2007;Ordinaria;1;41.71893;13.44934;1
10348;0;Corso Roma, 13;TARI CAPONE MARIA LAURA;2451350603;3036;60043;ISOLA DEL LIRI;-;60;FR;FROSINONE;120;LAZIO;01/10/2010;-;Ordinaria;1;41.68034;13.5689;1
10349;0;Via Minghetti, 81;CENTRALE;2327170607;3100;60038;FROSINONE;-;60;FR;FROSINONE;120;LAZIO;01/09/2010;-;Ordinaria;1;41.64129;13.35191;1
10350;0;Viale Umberto I, 7;DE LUCA SAS;143060606;3021;60005;AMASENO;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.45101;13.32872;1
10351;0;Via Stella, 34;FARINA;2457070601;3030;60015;BROCCOSTELLA;-;60;FR;FROSINONE;120;LAZIO;01/01/2008;-;Ordinaria;1;41.70466;13.64979;1
10352;0;Via Lungoliri Mazzini, 59;FATICANTI;2450010604;3039;60074;SORA;-;60;FR;FROSINONE;120;LAZIO;01/09/2010;-;Ordinaria;1;41.7326;13.57597;1
10353;0;Via M. Dionigi, 5;GABRIELLI FRANCESCO;141630608;3013;60033;FERENTINO;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.69474;13.24833;1
10354;0;Via Fontana Vecchia;GRILLI CLELIA;143100600;3044;60026;CERVARO;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;30/04/2011;Ordinaria;1;41.48162;13.90645;1
10355;0;Via Pola, 41;ALFONSI VENTURINI GIOVANNI;64720600;3035;60036;FONTANA LIRI;-;60;FR;FROSINONE;120;LAZIO;01/03/2013;-;Ordinaria;1;41.61975;13.5686;1
10356;0;Piazza XXV Luglio, 11;PERUZZI M. AGATA;140110602;3023;60024;CECCANO;-;60;FR;FROSINONE;120;LAZIO;01/04/2007;28/02/2013;Ordinaria;1;41.56644;13.3314;1
10357;0;Corso Vittorio Emanuele, 21;PICARO;2446890606;3037;60056;PONTECORVO;-;60;FR;FROSINONE;120;LAZIO;01/03/2013;-;Ordinaria;1;41.46126;13.66682;1
10358;0;Via Secondino Pagano, 20;RICCIUTI FRANCO;2036810592;3043;60019;CASSINO;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.47889;13.83556;1
10359;0;Corso Vittorio Emanuele, 21;SAN SISTO Snc -  DR.SSE CANNONE M.ANGELA E STEFANIA;2453760601;3011;60003;ALATRI;-;60;FR;FROSINONE;120;LAZIO;01/09/2010;-;Ordinaria;1;41.73062;13.3402;1
10360;0;Piazza Martiri di via Fani,1;SEGNERI SNC;2840290601;3024;60025;CEPRANO;-;60;FR;FROSINONE;120;LAZIO;01/03/2015;-;Ordinaria;1;41.54672;13.49806;1
10361;0;VIA CASILINA KM. 112,850;SIMONELLI ADOLFO GIACOMO;2459100604;3032;60008;ARCE;-;60;FR;FROSINONE;120;LAZIO;01/10/2010;-;Ordinaria;1;41.56544;13.55737;1
10362;0;Corso Gallio, 10;GIORDANO;141720607;3041;60004;ALVITO;-;60;FR;FROSINONE;120;LAZIO;01/04/2007;31/08/2010;Ordinaria;1;41.70961;13.75033;1
10363;0;Piazza Madonna della Neve, 22;MADONNA DELLA NEVE SNC;-;3100;60038;FROSINONE;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.63455;13.33137;1
10364;0;Via per Frosinone;QUERQUI GIOVANNI;327990602;3023;60024;CECCANO;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.5874;13.33332;1
10365;0;Via Regina Elena, 24;BATTISTI MARIA LUISA & C. SAS;2453530608;3020;60079;TORRICE;-;60;FR;FROSINONE;120;LAZIO;01/09/2010;-;Ordinaria;1;41.6274;13.39851;1
10366;0;Piazza Berardi;EREDI TAMBUCCI SDF;2329300608;3023;60024;CECCANO;-;60;FR;FROSINONE;120;LAZIO;01/10/2010;-;Ordinaria;1;41.56974;13.3364;1
10367;0;Via Di Biasio, 109;COSTA VINCENZO;1450680895;3043;60019;CASSINO;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;30/11/2007;Ordinaria;1;41.47889;13.83556;1
10368;0;Via Armando Diaz, 4;TALLARICO MICHELE;105710602;3014;60035;FIUGGI;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8089;13.22169;1
10369;0;Via Ponte Melfa, 31;ANTIGNANI LUIGI;183720606;3042;60011;ATINA;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.62111;13.79077;1
10370;0;Via Pier Luigi da Palestrina, 58;F.CIA GATTA DR. MASSIMILIANO;2174660601;3100;60038;FROSINONE;-;60;FR;FROSINONE;120;LAZIO;01/07/2007;31/08/2011;Ordinaria;1;41.63455;13.33137;1
10371;0;Via Petrarca, 11;MURAGLIA SNC;183800606;3039;60074;SORA;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.7326;13.57597;1
10372;0;Via Guglielmo Marconi, 29;SIPIONE ORNELLA;186450607;3030;60016;CAMPOLI APPENNINO;-;60;FR;FROSINONE;120;LAZIO;01/04/2007;-;Ordinaria;1;41.73828;13.67979;1
10373;0;Via Santa Filomena, 8;POCE FRANCESCO;191340603;3030;60044;MONTE SAN GIOVANNI CAMPANO;COLLI;60;FR;FROSINONE;120;LAZIO;01/03/2013;-;Ordinaria;1;41.65278;13.51776;1
10374;0;Piazza Vittorio Emanuele, 2;CICCONE TONINO;193130606;3026;60055;POFI;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.55392;13.42036;1
10375;0;Via Orto Murato;GULIA MARIA TERESA;-;3040;60070;SAN VITTORE DEL LAZIO;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;31/03/2007;Ordinaria;1;41.46201;13.93514;1
10376;0;Piazza Porta Nuova, 16;PELAGALLI CAROLINA;254210602;3020;60009;ARNARA;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.58452;13.3884;1
10377;0;Piazza Guglielmo Marconi, 2;MARCUCCILLI ANSELMO;257460600;3030;60069;SANTOPADRE;-;60;FR;FROSINONE;120;LAZIO;01/04/2007;-;Ordinaria;1;41.59966;13.63963;1
10378;0;Via Suburbana sud, snc;EREDI GIULIANI NICOLA;2786650602;3012;60006;ANAGNI;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.74472;13.15269;1
10379;0;Via Consolare, 103;PIETRANDREA VINCENZO;105770606;3013;60033;FERENTINO;-;60;FR;FROSINONE;120;LAZIO;01/04/2007;28/02/2015;Ordinaria;1;41.69474;13.24833;1
10380;0;Via Osteria della Fontana;FORLI FRANCESCO;297970600;3012;60006;ANAGNI;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;-;Ordinaria;1;41.74472;13.15269;1
10381;0;Viale Giglio, 168;DEL GIGLIO SNC Dr.i Muscedere Lucio & Lorenzo;2356700605;3029;60085;VEROLI;SANT'ANGELO IN VILLA;60;FR;FROSINONE;120;LAZIO;01/10/2010;28/02/2013;Ordinaria;1;41.71893;13.44934;1
10382;0;Via S.Angelo, snc;FELICI PUCCETTI RUGGERO;312830607;3043;60019;CASSINO;SANT'ANGELO;60;FR;FROSINONE;120;LAZIO;01/03/2013;-;Ordinaria;1;41.47889;13.83556;1
10383;0;Viale Dante;VERNILE VINCENZA;305940603;3030;60089;VILLA SANTA LUCIA;-;60;FR;FROSINONE;120;LAZIO;01/03/2013;-;Ordinaria;1;41.5132;13.77382;1
10384;0;Via Botticelli, 38;EUROPA;306080607;3043;60019;CASSINO;CAIRA;60;FR;FROSINONE;120;LAZIO;01/05/2011;-;Ordinaria;1;41.47889;13.83556;1
10385;0;Contrada Patoni, 73;PATRICELLI LOLITA;307890608;3010;60081;TRIVIGLIANO;-;60;FR;FROSINONE;120;LAZIO;01/03/2013;-;Ordinaria;1;41.76412;13.27003;1
10386;0;Via Colle Mastroianni;BARTOLOMUCCI PIO;-;3030;60037;FONTECHIARI;-;60;FR;FROSINONE;120;LAZIO;01/01/2005;31/03/2007;Ordinaria;1;41.67349;13.66416;1
