CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
9082;0;Via G. Branca, 62;AMOROSO SACCHETTA GIOVANNI;424570588;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9083;0;Via Tagliamento, 58/60;BONSIGNORI GIUSEPPE;1405530583;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.46143;12.68864;1
9084;0;Via dei Serpenti, 177;ENEI LILIANA;988150587;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2007;-;Ordinaria;1;41.89616;12.4902;1
9085;0;Isola Tiberina, 39;FATEBENEFRATELLI;989031000;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;28/02/2013;Ordinaria;1;41.92368;12.57115;1
9086;0;Piazza San Cosimato, 34-35 (Mercato);EREDI DR. CARLO PELLEGRINI;12579131009;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;31/03/2015;Ordinaria;1;41.88618;12.46935;1
9087;0;Via Nazionale, 228;PIRAM SERGIO;-;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.89846;12.48979;1
9088;0;Via S. Gallicano, 23;SAN GALLICANO IFO 319;1033011006;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9089;0;Via del Corso, 498;SAN GIACOMO SNC DI TOMADINI GIUSEPPINA;10337271000;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2010;-;Ordinaria;1;41.89907;12.48121;1
9090;0;Via del Gambero, 13 A;ANTICHE FARMACIE DELLA DR.SSA EMANUELA SBARIGIA & C. SAS;7013881003;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;30/06/2011;Ordinaria;1;41.90305;12.48039;1
9091;0;Via Gargano, 50;SEVERI PAOLO;271430589;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.93548;12.53437;1
9092;0;P.za S. Lorenzo in Lucina, 27;SANTACROCE LIDIA;1036350583;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2009;Ordinaria;1;41.92368;12.57115;1
9093;0;Piazza Lecce, 13/14;VITI NICOLA;9097340583;161;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.91071;12.51601;1
9094;0;Via Pantelleria, 13;LUGANO DI DANIELA COSTANZO & C. SAS;5798621008;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2015;28/02/2015;Ordinaria;1;41.46021;12.67441;1
9095;0;Via di Capo Le Case, 47;SANTI ANNA LAURA;765920582;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9096;0;Viale Parioli, 78/80;PARIOLI - MARIA TERESA FERRANTI E RECCHI FRANCESCHINI RINALDO SAS;12726921005;197;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;28/02/2015;Ordinaria;1;41.92954;12.48386;1
9097;0;V.le Regina Margherita, 221/223;EREDI DI MINELLI GIANNI SDF;448190587;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.80978;12.68084;1
9098;0;Via Rapagnano, 2;EREDI SIMEONI LUIGI;8932711008;138;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/06/2006;-;Ordinaria;1;41.98293;12.51333;1
9099;0;Via G.B. Morgagni, 30;VITI DE ANGELIS FRANCESCO PAOLO CLAUDIO;567501002;161;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/01/2008;Ordinaria;1;41.92368;12.57115;1
9100;0;Piazza di Trevi, 89;CIOTTI ALESSANDRA;9052501005;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/04/2007;-;Ordinaria;1;41.90106;12.48291;1
9101;0;Via Migiurtina, 43/45;CHIMENTI BRUNO;949980585;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.93044;12.52167;1
9102;0;Via Libia, 225-227;SAN STANISLAO SAS DI ROMEO CARMELA GIULIA & C. SAS;12439401006;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/04/2015;-;Ordinaria;1;41.92368;12.57115;1
9103;0;Via Ettore Romagnoli, 76/78;SERLENGA TOMMASO;2386100586;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.94348;12.54768;1
9104;0;Via Montaione, 68/70;TINARI VALERIO;1978970562;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/04/2010;-;Ordinaria;1;41.92368;12.57115;1
9105;0;Via Val di Non, 10;MIGLIORINO MARIA GABRIELLA;-;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.92368;12.57115;1
9106;0;Largo Arenula, 36;BEDINI GIULIANA;10017011007;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2008;28/02/2013;Ordinaria;1;41.89496;12.47609;1
9107;0;Via S. Francesco a Ripa, 131;GIORGI MARCO;618970586;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/05/2013;Ordinaria;1;41.92368;12.57115;1
9108;0;Via D. Morichini, 24/26;DE BELLA FRANCESCO;8939510585;161;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9109;0;Via S. Croce in Gerusalemme, 22/A;STRAMPELLI SAS;11591621005;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2012;-;Ordinaria;1;41.92368;12.57115;1
9110;0;Via Radicofani, 206/a (B.ta Fidene);CALVANI SNC DI CASELLI SERGIO E CIAMBELLINI MAURIZIO;9575261004;138;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.92368;12.57115;1
9111;0;Viale Aventino, 78;MOSTACCI FRANCO;712260587;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.88228;12.48625;1
9112;0;Viale Somalia, 84 (Ang. Via Villa Chigi);CAPRINO FRANCO;3754821001;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9113;0;Via Priscilla, 79;TAGLIAVINI PAOLO;924610587;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9114;0;Via G.Antamoro, 86/b;VALENTINI MASSIMO;825481005;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9115;0;Viale XXI Aprile, 31;EREDI MANCINI DI LORENZO MANCINI;13104841005;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2015;-;Ordinaria;1;41.92368;12.57115;1
9116;0;Via G. Pacini, 15;BAGNARELLI MASSIMO;1066780584;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.92368;12.57115;1
9117;0;Via Gaverina, 14;GIOVANNINI SNC DI ESLISABETTA, MARTA E PAOLO;9939301009;166;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.9095;12.50124;1
9118;0;Via C. Fracassini, 26;GALLOTTA DOMENICO;1066790583;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9119;0;P.le Ionio, 51/52;INESI ZELINDA;1057861005;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9120;0;Viale delle Provincie, 66;S. CARLO;7504710588;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.91141;12.52099;1
9121;0;Via della Croce, 11;Farmacia Eredi della dr.ssa Laura Maria Vittoria del dottor Vincenzo Crimi;10099081001;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2008;31/08/2011;Ordinaria;1;41.71954;12.66981;1
9122;0;Via Val Sassina, 36;PICCIONI TITO;9250861003;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2007;-;Ordinaria;1;41.93525;12.52774;1
9123;0;Via Cimone, 119/a;FABRIZI GIULIANO;1419350580;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.93113;12.53628;1
9124;0;Via Val di Fassa, 40/42;BETA EREDI DOTT.BAVUSO CORRADO SDF;12783621001;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.45801;12.73303;1
9125;0;Corso Sempione, 16;SEMPIONE SNC R. RINALDI E. RINALDI E F. SCARPELLINI;6645591006;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.93511;12.53356;1
9126;0;P.za Manfredo Fanti, 36/37;RICCI ANNA LUCIA;-;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.89757;12.50239;1
9127;0;Piazza Testaccio, 8;PRAGLIOLA ROBERTO;7511241007;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.87557;12.47127;1
9128;0;Via Valmelaina, 151;ZELLI MAURO;1610770586;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/05/2015;Ordinaria;1;41.92368;12.57115;1
9129;0;Via Andersen, 50;SBARIGIA DR.SSA ANNA;-;168;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2012;-;Ordinaria;1;41.924;12.40317;1
9130;0;Via dei Sabelli, 84;PINCHETTI MARCO;2396840585;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89608;12.5136;1
9131;0;Via F. A. Gualterio, 50/c;FALLETTA SERAFINA;3067530588;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9132;0;Piazza B. Cairoli, 5;EREDI DI GIANNANGELI DI MATTEO GIANNANGELI SNC;-;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.92368;12.57115;1
9133;0;Via Magliano Sabina, 25;BRIENZA BRUNA;3582370585;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9348;12.5114;1
9134;0;Via Pacchiarotti, 34;PIANESI SAS DI LUCIA COPPOLA;3010010589;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9135;0;Piazza Massa Carrara, 9;PONZI ENNIO SAS;10182371004;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/06/2015;-;Ordinaria;1;41.91792;12.52552;1
9136;0;Via Celimontana, 9/a;CELIMONTANA SNC DI ROCCO POLIMENI;10196801004;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2009;31/05/2015;Ordinaria;1;41.88841;12.49645;1
9137;0;Via Tripoli, 145/B;IOCULANO DI DOMENICO IOCULANO SAS;9467481009;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/05/2008;-;Ordinaria;1;41.92368;12.57115;1
9138;0;Via Vezio Crisafulli, 8;LIMONE BIANCA;3278030584;166;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89641;12.41154;1
9139;0;Via Nomentana, 564;GRAVINA SNC DI GIACOMO GRAVINA;3625800580;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.93181;12.52784;1
9140;0;Via Anapo, 38/40;MESSINA MARIA;1482540588;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92595;12.50746;1
9141;0;Via Fezzan, 16/18;LA ROSA FRANCESCO;1057861005;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.92914;12.52384;1
9142;0;Via Banchi Vecchi, 24;CELESTINI GIANFRANCO;4676731005;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.89799;12.46706;1
9143;0;Via Castelfidardo, 37;ALBO MARIA GRAZIA;4673360584;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.90639;12.50104;1
9144;0;Via Salaria, 1492/B;FABBRI DARIA;3438510582;138;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9145;0;Via Emanuele Filiberto, 145;TRECCA MARIA;-;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2009;31/05/2009;Ordinaria;1;41.89037;12.50671;1
9146;0;Corso Trieste, 167;MACCHIATI LORETTA;4884680580;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92346;12.51451;1
9148;0;Piazza Conca D'Oro, 34/36;CONCA D'ORO DELLE DR.SSE A. CABELLA E E. INGUAGGIATO SNC;7097091008;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9149;0;Viale Somalia, 235;SPAGNOLO VINCENZO;5006251002;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.93565;12.51281;1
9150;0;Via R. Lanciani, 55;GUIDOTTI COSIMO;5110350583;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9151;0;Piazza Istria, 8;MACCHIATI MANOELA;5252030589;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2011;Ordinaria;1;41.92368;12.57115;1
9152;0;Via Milano, 54;QUIRINALE  DR.SSA NISI MARIA CRISTINA;5271620584;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.14263;12.60513;1
9153;0;Via Ugo Ojetti, 102;MUZI SNC DI MUZI FABRIZIO;5266310589;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2009;Ordinaria;1;41.94648;12.55419;1
9154;0;Corso Vittorio Emanuele, 343;COMUNALE PONTE VITTORIO;7737160585;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2007;Ordinaria;1;41.72039;12.71308;1
9155;0;Via G. Caneva, 15-17;FARMACAP - COM.LE ANNUNZIATELLA II;6451830589;142;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/04/2007;Ordinaria;1;41.83861;12.51528;1
9156;0;Piazza Monte Gennaro, 17/C;LEOPARDI EUGENIO;5957020588;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.92368;12.57115;1
9157;0;Viale XI Aprile, 42-42a;DURAZZANO DI RISCAZZI ALESSANDRA;12703191002;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2011;-;Ordinaria;1;41.92368;12.57115;1
9158;0;Piazza Capranica, 96;ORLANDI GIOVANNA;6002900584;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89994;12.47773;1
9159;0;Via Monte Sirino, 10;TRAVERSA PATRIZIA;6047540585;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.94999;12.53334;1
9160;0;Via Arenula, 73;LIPPI TULLIA;5614330586;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89276;12.47512;1
9161;0;Viale Regina Margherita, 61/63;PIAZZA QUADRATA DEI DR.I MONGARDINI ROBERTO E SULIS MARILENA SNC;10656341004;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.80978;12.68084;1
9162;0;Viale Pinturicchio, 19/A;SBARIGIA SAS DI SUSANNA SBARIGIA E C.;12597631006;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9163;0;Viale Jonio, 235;GRIMALDI ENZO;2477800581;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.94595;12.5257;1
9164;0;Via Monte Cervialto, 205;GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA;10561381004;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.9586;12.52428;1
9165;0;Via Flaminia, 5/7;FRATELLI GUARNACCI SAS DI  DINO GUARNACCE E C.;10178441001;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2009;-;Ordinaria;1;41.99891;12.49437;1
9166;0;Via Pannini, 37;FARMACIE GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA;10561381004;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2012;-;Ordinaria;1;41.92368;12.57115;1
9167;0;Corso Italia, 100;GELLINI DR.SSA CRISTINA FABRO;11486421008;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2011;-;Ordinaria;1;41.4659;12.62762;1
9168;0;Piazzale Provincie, 8/a;CALUORI SNC DI LUCIA E CARLA CALUORI;5908751000;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/02/2008;-;Ordinaria;1;41.92368;12.57115;1
9169;0;Via G. Boccomini, 25;MORELLI SIMONETTA;6911510581;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9170;0;Via M. di Lando, 84;FARMACRIMI APUANAIA DEL DR. VINCENZO CRIMI & C. SAS;9207911000;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2007;28/02/2013;Ordinaria;1;41.92368;12.57115;1
9171;0;Viale Trastevere, 80/f;FRANCONE CARLA;6973890582;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/06/2007;Ordinaria;1;41.88413;12.46976;1
9172;0;Corso Centocelle, 24/26;PALOMBO VINCENZO;6994791009;53;58032;CIVITAVECCHIA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.09157;11.79377;1
9173;0;Viale Rossini, 70/72;SORRENTINO LUCIA;7097750587;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.72469;12.6566;1
9174;0;Centro Forum Stazione Termini;PELLEGRINI CLAUDIO;6820270582;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.92368;12.57115;1
9175;0;Via Crescenzio Conte di Sabina, 45;BUONASSISI DATTI GIUSEPPINA;3067530588;131;58091;ROMA;CASAL MONASTERO;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9176;0;Via G. Ciaralli, 13;VALLE MASSIMO;7293750589;156;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9177;0;Via Bulgaria, 35;VILLAGGIO OLIMPICO DR.SSA NATI ALESSANDRA;7394440585;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.93344;12.47406;1
9178;0;Largo Bargellini, 35;SOFIA ANGELA ANTONIA;7433910580;142;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.92368;12.57115;1
9179;0;Via Ripetta, 254-255;RIPETTA DR. CAMPONESCHI CLAUDIO;7404500584;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90946;12.47617;1
9180;0;Viale Val Padana, 73;DELLE VALLI SNC DI GAETANO PEDULLA' E MARIA LUISA ROVERE & C.;7499960586;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.94272;12.5235;1
9181;0;Via Barberini, 63;LEBANO M.A. & C. SNC;7447681003;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/01/2015;Ordinaria;1;41.90472;12.49219;1
9182;0;Via dei Sardi, 29;SABATINI RAOUL;7360010586;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89709;12.51643;1
9183;0;Via dei Campi Flegrei, 11;BRUNETTA GIUSEPPE;7787210587;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.93253;12.52732;1
9184;0;Viale Marco Polo, 35;GREGORINI ANNA ROSA;-;154;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.87534;12.48452;1
9185;0;Via Radicofani, 147;FLORIO MARIASSUNTA;7737160585;138;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.97702;12.50883;1
9186;0;Via F. D' Ovidio, 95/a;PASSALACQUA DEI DOTTORI CLAUDIO E CLAUDIA PASSALACQUA SNC;7992540588;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.92368;12.57115;1
9187;0;Piazza dei Cinquecento, 49-ang.Via Cavour, 2;JUCCI MARIA CLOTILDE;8042670581;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9188;0;Corso Vittorio Emanuele, 36;LANZETTA MARIA ASSUNTA;8139270584;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.72039;12.71308;1
9189;0;Via Val di Cogne, 4;GALIMI WALTER;8138190585;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9190;0;Via Isole Curzolane, 172/A;CELANI DI CELANI SERGIO E C. SNC;4621891003;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.94956;12.52914;1
9191;0;Via dei Prati Fiscali, 278;GULLI' DOMENICA;8273480585;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/06/2007;Ordinaria;1;41.92368;12.57115;1
9192;0;Via A. Valenzani, 20;TONINELLI SIMONETTA;8393070589;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9193;0;Viale Eritrea, 32 a;LO GIUDICE GIUSEPPE;8595080584;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92684;12.51594;1
9194;0;Via Chelini, 34;BOSCARINO LUCIA;1414120582;197;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2011;Ordinaria;1;41.92368;12.57115;1
9195;0;Via A. De Pretis, 89-Ang. Piazza del Viminale, 23;VIMINALE;8516280586;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9196;0;Piazza Sonnino, 47;SARCINELLI MAURIZIO;8468670586;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9197;0;Piazza Bologna, 19/20;PIAZZA BOLOGNA  & C. SAS;9529441009;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2007;-;Ordinaria;1;41.91398;12.52098;1
9198;0;Via Tor Millina, 6;TOR MILINA SAS DI PALERMO ANTONIO;8655630583;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;30/09/2014;Ordinaria;1;41.92368;12.57115;1
9199;0;Piazza dell'Ateneo Salesiano, 48;CAMPOLO ANGELA MARIA;3412680583;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/04/2009;Ordinaria;1;41.95948;12.52339;1
9200;0;Piazza di Spagna, 30;SPAGNA DI MENCARELLI FILIPPO E C. SAS;8676530580;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.90661;12.4816;1
9201;0;Via Flaminia, 115/117;GRILLI ANGELA;-;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.99891;12.49437;1
9202;0;Via Gigi Chessa, 364;CHIMENTI COSTANTINO ALDO;8197590584;125;58091;ROMA;ACILIA;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.77439;12.3792;1
9203;0;Via M. B. Tosatti, 39;GHINOZZI PAOLA;8273540586;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9204;0;Viale Libia, 114;CATARINELLA MARIO;4534321007;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.45042;12.6203;1
9205;0;Via Urbana, 11;SAVELLI LUIGINA;8963740587;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89917;12.49661;1
9206;0;Via Lorenzo Il Magnifico, 114/B;PERROTTA MARIA AMABILE;1466930581;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.91091;12.52881;1
9207;0;Via Q. Sella, 28;LUCIDI SILVIA;9118310581;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;29/02/2012;Ordinaria;1;41.92368;12.57115;1
9208;0;Via G. Ponzi, 13;MOCHI ZAMPEROLI MICHELA;9154140587;197;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9209;0;Via Villa S. Filippo, 18;VITA FABRIZIO;9266030585;197;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92722;12.4925;1
9210;0;Piazza S. Maria in Trastevere, 7;RELLECATI FABRIZIO;9284720589;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9211;0;Via Merulana, 185/187;MERULANA DI G. GUERRA-B. DEL PIO SNC;4211761004;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89676;12.49934;1
9212;0;Via A. Cabrini, 32;IURLO RITA;9323110586;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9213;0;Via Marsala, 29;SOLFERINO - BELLUSCIO LAURA;9166680588;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2011;Ordinaria;1;41.8989;12.50785;1
