DATA;SEDE;TIPO PS;NUMERO ACCESSI
12/01/2025;Como;PS Ostetrico-Ginecologico;21
13/01/2025;Cantù;PS Pediatrico;13
13/01/2025;Cantù;PS Generale;48
13/01/2025;Menaggio;PS Generale;22
13/01/2025;Como;PS Generale;111
13/01/2025;Como;PS Pediatrico;35
13/01/2025;Como;PS Ostetrico-Ginecologico;8
14/01/2025;Cantù;PS Pediatrico;5
14/01/2025;Cantù;PS Generale;53
14/01/2025;Menaggio;PS Generale;14
14/01/2025;Como;PS Pediatrico;30
14/01/2025;Como;PS Generale;93
14/01/2025;Como;PS Ostetrico-Ginecologico;18
15/01/2025;Cantù;PS Generale;57
15/01/2025;Cantù;PS Pediatrico;10
15/01/2025;Menaggio;PS Generale;18
15/01/2025;Como;PS Pediatrico;38
15/01/2025;Como;PS Ostetrico-Ginecologico;19
15/01/2025;Como;PS Generale;116
16/01/2025;Cantù;PS Generale;55
16/01/2025;Cantù;PS Pediatrico;9
16/01/2025;Menaggio;PS Generale;21
16/01/2025;Como;PS Generale;104
16/01/2025;Como;PS Pediatrico;38
16/01/2025;Como;PS Ostetrico-Ginecologico;15
17/01/2025;Cantù;PS Pediatrico;12
17/01/2025;Cantù;PS Generale;56
17/01/2025;Menaggio;PS Generale;16
17/01/2025;Como;PS Generale;111
17/01/2025;Como;PS Pediatrico;31
17/01/2025;Como;PS Ostetrico-Ginecologico;23
18/01/2025;Cantù;PS Pediatrico;28
18/01/2025;Cantù;PS Generale;53
18/01/2025;Menaggio;PS Generale;15
18/01/2025;Como;PS Generale;105
18/01/2025;Como;PS Ostetrico-Ginecologico;13
18/01/2025;Como;PS Pediatrico;42
19/01/2025;Cantù;PS Generale;55
19/01/2025;Cantù;PS Pediatrico;21
19/01/2025;Menaggio;PS Generale;14
19/01/2025;Como;PS Generale;88
19/01/2025;Como;PS Pediatrico;60
19/01/2025;Como;PS Ostetrico-Ginecologico;13
20/01/2025;Cantù;PS Generale;71
20/01/2025;Cantù;PS Pediatrico;18
20/01/2025;Menaggio;PS Generale;33
20/01/2025;Como;PS Generale;111
20/01/2025;Como;PS Ostetrico-Ginecologico;20
20/01/2025;Como;PS Pediatrico;47
21/01/2025;Cantù;PS Generale;67
21/01/2025;Cantù;PS Pediatrico;13
21/01/2025;Menaggio;PS Generale;14
21/01/2025;Como;PS Generale;113
21/01/2025;Como;PS Pediatrico;26
21/01/2025;Como;PS Ostetrico-Ginecologico;18
22/01/2025;Cantù;PS Generale;48
22/01/2025;Cantù;PS Pediatrico;19
22/01/2025;Menaggio;PS Generale;17
22/01/2025;Como;PS Pediatrico;51
22/01/2025;Como;PS Ostetrico-Ginecologico;14
22/01/2025;Como;PS Generale;106
23/01/2025;Cantù;PS Pediatrico;14
23/01/2025;Cantù;PS Generale;52
23/01/2025;Menaggio;PS Generale;23
23/01/2025;Como;PS Generale;110
23/01/2025;Como;PS Ostetrico-Ginecologico;16
23/01/2025;Como;PS Pediatrico;50
24/01/2025;Cantù;PS Generale;64
24/01/2025;Cantù;PS Pediatrico;23
24/01/2025;Menaggio;PS Generale;20
24/01/2025;Como;PS Pediatrico;41
24/01/2025;Como;PS Ostetrico-Ginecologico;22
24/01/2025;Como;PS Generale;114
25/01/2025;Cantù;PS Pediatrico;17
25/01/2025;Cantù;PS Generale;54
25/01/2025;Menaggio;PS Generale;18
25/01/2025;Como;PS Ostetrico-Ginecologico;18
25/01/2025;Como;PS Generale;95
25/01/2025;Como;PS Pediatrico;58
26/01/2025;Cantù;PS Pediatrico;32
26/01/2025;Cantù;PS Generale;55
26/01/2025;Menaggio;PS Generale;13
26/01/2025;Como;PS Pediatrico;47
26/01/2025;Como;PS Ostetrico-Ginecologico;20
26/01/2025;Como;PS Generale;108
27/01/2025;Cantù;PS Pediatrico;16
27/01/2025;Cantù;PS Generale;64
27/01/2025;Menaggio;PS Generale;24
27/01/2025;Como;PS Ostetrico-Ginecologico;26
27/01/2025;Como;PS Pediatrico;46
27/01/2025;Como;PS Generale;121
28/01/2025;Cantù;PS Generale;54
28/01/2025;Cantù;PS Pediatrico;22
28/01/2025;Menaggio;PS Generale;17
28/01/2025;Como;PS Ostetrico-Ginecologico;19
28/01/2025;Como;PS Generale;101
28/01/2025;Como;PS Pediatrico;43
29/01/2025;Cantù;PS Generale;53
29/01/2025;Cantù;PS Pediatrico;16
29/01/2025;Menaggio;PS Generale;13
29/01/2025;Como;PS Ostetrico-Ginecologico;19
29/01/2025;Como;PS Pediatrico;40
29/01/2025;Como;PS Generale;104
30/01/2025;Cantù;PS Generale;67
30/01/2025;Cantù;PS Pediatrico;12
30/01/2025;Menaggio;PS Generale;22
30/01/2025;Como;PS Pediatrico;41
30/01/2025;Como;PS Ostetrico-Ginecologico;10
30/01/2025;Como;PS Generale;105
31/01/2025;Cantù;PS Generale;49
31/01/2025;Cantù;PS Pediatrico;12
31/01/2025;Menaggio;PS Generale;20
31/01/2025;Como;PS Ostetrico-Ginecologico;27
31/01/2025;Como;PS Pediatrico;36
31/01/2025;Como;PS Generale;110
01/02/2025;Cantù;PS Generale;53
01/02/2025;Cantù;PS Pediatrico;15
01/02/2025;Menaggio;PS Generale;12
01/02/2025;Como;PS Ostetrico-Ginecologico;22
01/02/2025;Como;PS Generale;106
01/02/2025;Como;PS Pediatrico;45
02/02/2025;Cantù;PS Pediatrico;19
02/02/2025;Cantù;PS Generale;52
02/02/2025;Menaggio;PS Generale;7
02/02/2025;Como;PS Ostetrico-Ginecologico;20
02/02/2025;Como;PS Generale;112
02/02/2025;Como;PS Pediatrico;60
03/02/2025;Cantù;PS Pediatrico;15
03/02/2025;Cantù;PS Generale;66
03/02/2025;Menaggio;PS Generale;26
03/02/2025;Como;PS Ostetrico-Ginecologico;16
03/02/2025;Como;PS Generale;122
03/02/2025;Como;PS Pediatrico;52
04/02/2025;Cantù;PS Pediatrico;16
04/02/2025;Cantù;PS Generale;63
04/02/2025;Menaggio;PS Generale;14
04/02/2025;Como;PS Ostetrico-Ginecologico;27
04/02/2025;Como;PS Generale;104
04/02/2025;Como;PS Pediatrico;50
05/02/2025;Cantù;PS Pediatrico;11
05/02/2025;Cantù;PS Generale;53
05/02/2025;Menaggio;PS Generale;16
05/02/2025;Como;PS Ostetrico-Ginecologico;24
05/02/2025;Como;PS Pediatrico;39
05/02/2025;Como;PS Generale;111
06/02/2025;Cantù;PS Generale;50
06/02/2025;Cantù;PS Pediatrico;22
06/02/2025;Menaggio;PS Generale;19
06/02/2025;Como;PS Pediatrico;52
06/02/2025;Como;PS Ostetrico-Ginecologico;19
06/02/2025;Como;PS Generale;103
07/02/2025;Cantù;PS Generale;53
07/02/2025;Cantù;PS Pediatrico;16
07/02/2025;Menaggio;PS Generale;11
07/02/2025;Como;PS Ostetrico-Ginecologico;15
07/02/2025;Como;PS Pediatrico;58
07/02/2025;Como;PS Generale;106
08/02/2025;Cantù;PS Generale;54
08/02/2025;Cantù;PS Pediatrico;16
08/02/2025;Menaggio;PS Generale;19
08/02/2025;Como;PS Ostetrico-Ginecologico;26
08/02/2025;Como;PS Generale;111
08/02/2025;Como;PS Pediatrico;45
09/02/2025;Cantù;PS Pediatrico;20
09/02/2025;Cantù;PS Generale;51
09/02/2025;Menaggio;PS Generale;15
09/02/2025;Como;PS Generale;90
09/02/2025;Como;PS Ostetrico-Ginecologico;15
09/02/2025;Como;PS Pediatrico;52
10/02/2025;Cantù;PS Generale;59
10/02/2025;Cantù;PS Pediatrico;22
10/02/2025;Menaggio;PS Generale;24
10/02/2025;Como;PS Generale;114
10/02/2025;Como;PS Pediatrico;48
10/02/2025;Como;PS Ostetrico-Ginecologico;19
11/02/2025;Cantù;PS Generale;52
11/02/2025;Cantù;PS Pediatrico;20
11/02/2025;Menaggio;PS Generale;12
11/02/2025;Como;PS Ostetrico-Ginecologico;16
11/02/2025;Como;PS Pediatrico;50
11/02/2025;Como;PS Generale;103
12/02/2025;Cantù;PS Generale;59
12/02/2025;Cantù;PS Pediatrico;12
12/02/2025;Menaggio;PS Generale;15
12/02/2025;Como;PS Generale;111
12/02/2025;Como;PS Ostetrico-Ginecologico;20
12/02/2025;Como;PS Pediatrico;50
13/02/2025;Cantù;PS Generale;59
13/02/2025;Cantù;PS Pediatrico;19
13/02/2025;Menaggio;PS Generale;16
13/02/2025;Como;PS Generale;116
13/02/2025;Como;PS Pediatrico;41
13/02/2025;Como;PS Ostetrico-Ginecologico;21
14/02/2025;Cantù;PS Generale;62
14/02/2025;Cantù;PS Pediatrico;12
14/02/2025;Menaggio;PS Generale;22
14/02/2025;Como;PS Generale;114
14/02/2025;Como;PS Pediatrico;41
14/02/2025;Como;PS Ostetrico-Ginecologico;20
15/02/2025;Cantù;PS Pediatrico;21
15/02/2025;Cantù;PS Generale;43
15/02/2025;Menaggio;PS Generale;19
15/02/2025;Como;PS Pediatrico;59
15/02/2025;Como;PS Ostetrico-Ginecologico;18
15/02/2025;Como;PS Generale;107
16/02/2025;Cantù;PS Pediatrico;17
16/02/2025;Cantù;PS Generale;60
16/02/2025;Menaggio;PS Generale;10
16/02/2025;Como;PS Pediatrico;50
16/02/2025;Como;PS Generale;111
16/02/2025;Como;PS Ostetrico-Ginecologico;17
17/02/2025;Cantù;PS Pediatrico;18
17/02/2025;Cantù;PS Generale;80
17/02/2025;Menaggio;PS Generale;22
17/02/2025;Como;PS Generale;135
17/02/2025;Como;PS Pediatrico;55
17/02/2025;Como;PS Ostetrico-Ginecologico;22
18/02/2025;Cantù;PS Pediatrico;15
18/02/2025;Cantù;PS Generale;58
18/02/2025;Menaggio;PS Generale;16
18/02/2025;Como;PS Pediatrico;53
18/02/2025;Como;PS Generale;118
18/02/2025;Como;PS Ostetrico-Ginecologico;19
19/02/2025;Cantù;PS Pediatrico;16
19/02/2025;Cantù;PS Generale;50
19/02/2025;Menaggio;PS Generale;16
19/02/2025;Como;PS Pediatrico;45
19/02/2025;Como;PS Ostetrico-Ginecologico;20
19/02/2025;Como;PS Generale;95
20/02/2025;Cantù;PS Pediatrico;22
20/02/2025;Cantù;PS Generale;56
20/02/2025;Menaggio;PS Generale;23
20/02/2025;Como;PS Pediatrico;37
20/02/2025;Como;PS Ostetrico-Ginecologico;18
20/02/2025;Como;PS Generale;115
21/02/2025;Cantù;PS Generale;50
21/02/2025;Cantù;PS Pediatrico;13
21/02/2025;Menaggio;PS Generale;26
21/02/2025;Como;PS Generale;118
21/02/2025;Como;PS Ostetrico-Ginecologico;24
21/02/2025;Como;PS Pediatrico;51
22/02/2025;Cantù;PS Generale;55
22/02/2025;Cantù;PS Pediatrico;24
22/02/2025;Menaggio;PS Generale;21
22/02/2025;Como;PS Generale;117
22/02/2025;Como;PS Pediatrico;51
22/02/2025;Como;PS Ostetrico-Ginecologico;24
23/02/2025;Cantù;PS Generale;57
23/02/2025;Cantù;PS Pediatrico;17
23/02/2025;Menaggio;PS Generale;14
23/02/2025;Como;PS Pediatrico;54
23/02/2025;Como;PS Generale;99
23/02/2025;Como;PS Ostetrico-Ginecologico;19
24/02/2025;Cantù;PS Generale;62
24/02/2025;Cantù;PS Pediatrico;24
24/02/2025;Menaggio;PS Generale;21
24/02/2025;Como;PS Pediatrico;40
24/02/2025;Como;PS Generale;124
24/02/2025;Como;PS Ostetrico-Ginecologico;20
25/02/2025;Cantù;PS Pediatrico;18
25/02/2025;Cantù;PS Generale;45
25/02/2025;Menaggio;PS Generale;14
25/02/2025;Como;PS Ostetrico-Ginecologico;20
25/02/2025;Como;PS Generale;117
25/02/2025;Como;PS Pediatrico;41
26/02/2025;Cantù;PS Generale;56
26/02/2025;Cantù;PS Pediatrico;15
26/02/2025;Menaggio;PS Generale;18
26/02/2025;Como;PS Ostetrico-Ginecologico;16
26/02/2025;Como;PS Generale;113
26/02/2025;Como;PS Pediatrico;37
27/02/2025;Cantù;PS Pediatrico;19
27/02/2025;Cantù;PS Generale;66
27/02/2025;Menaggio;PS Generale;9
27/02/2025;Como;PS Generale;104
27/02/2025;Como;PS Pediatrico;55
27/02/2025;Como;PS Ostetrico-Ginecologico;16
28/02/2025;Cantù;PS Pediatrico;14
28/02/2025;Cantù;PS Generale;54
28/02/2025;Menaggio;PS Generale;22
28/02/2025;Como;PS Pediatrico;37
28/02/2025;Como;PS Generale;113
28/02/2025;Como;PS Ostetrico-Ginecologico;12
01/03/2025;Cantù;PS Generale;58
01/03/2025;Cantù;PS Pediatrico;16
01/03/2025;Menaggio;PS Generale;10
01/03/2025;Como;PS Pediatrico;50
01/03/2025;Como;PS Ostetrico-Ginecologico;12
01/03/2025;Como;PS Generale;95
02/03/2025;Cantù;PS Pediatrico;13
02/03/2025;Cantù;PS Generale;46
02/03/2025;Menaggio;PS Generale;15
02/03/2025;Como;PS Pediatrico;35
02/03/2025;Como;PS Generale;99
02/03/2025;Como;PS Ostetrico-Ginecologico;14
03/03/2025;Cantù;PS Generale;57
03/03/2025;Cantù;PS Pediatrico;16
03/03/2025;Menaggio;PS Generale;24
03/03/2025;Como;PS Pediatrico;32
03/03/2025;Como;PS Generale;113
03/03/2025;Como;PS Ostetrico-Ginecologico;30
04/03/2025;Cantù;PS Pediatrico;7
04/03/2025;Cantù;PS Generale;61
04/03/2025;Menaggio;PS Generale;30
04/03/2025;Como;PS Ostetrico-Ginecologico;21
04/03/2025;Como;PS Generale;107
04/03/2025;Como;PS Pediatrico;38
05/03/2025;Cantù;PS Generale;62
05/03/2025;Cantù;PS Pediatrico;16
05/03/2025;Menaggio;PS Generale;20
05/03/2025;Como;PS Generale;102
05/03/2025;Como;PS Ostetrico-Ginecologico;19
05/03/2025;Como;PS Pediatrico;44
06/03/2025;Cantù;PS Pediatrico;16
06/03/2025;Cantù;PS Generale;58
06/03/2025;Menaggio;PS Generale;21
06/03/2025;Como;PS Ostetrico-Ginecologico;15
06/03/2025;Como;PS Generale;132
06/03/2025;Como;PS Pediatrico;45
07/03/2025;Cantù;PS Generale;62
07/03/2025;Cantù;PS Pediatrico;8
07/03/2025;Menaggio;PS Generale;15
07/03/2025;Como;PS Ostetrico-Ginecologico;27
07/03/2025;Como;PS Pediatrico;41
07/03/2025;Como;PS Generale;123
08/03/2025;Cantù;PS Generale;53
08/03/2025;Cantù;PS Pediatrico;16
08/03/2025;Menaggio;PS Generale;15
08/03/2025;Como;PS Generale;113
08/03/2025;Como;PS Ostetrico-Ginecologico;18
08/03/2025;Como;PS Pediatrico;37
09/03/2025;Cantù;PS Generale;56
09/03/2025;Cantù;PS Pediatrico;13
09/03/2025;Menaggio;PS Generale;27
09/03/2025;Como;PS Pediatrico;41
09/03/2025;Como;PS Ostetrico-Ginecologico;15
09/03/2025;Como;PS Generale;104
10/03/2025;Cantù;PS Generale;56
10/03/2025;Cantù;PS Pediatrico;19
10/03/2025;Menaggio;PS Generale;19
10/03/2025;Como;PS Ostetrico-Ginecologico;19
10/03/2025;Como;PS Generale;139
10/03/2025;Como;PS Pediatrico;45
11/03/2025;Cantù;PS Generale;55
11/03/2025;Cantù;PS Pediatrico;15
11/03/2025;Menaggio;PS Generale;16
11/03/2025;Como;PS Generale;123
11/03/2025;Como;PS Ostetrico-Ginecologico;15
11/03/2025;Como;PS Pediatrico;41
12/03/2025;Cantù;PS Generale;50
12/03/2025;Cantù;PS Pediatrico;6
12/03/2025;Menaggio;PS Generale;12
12/03/2025;Como;PS Ostetrico-Ginecologico;14
12/03/2025;Como;PS Generale;111
12/03/2025;Como;PS Pediatrico;47
13/03/2025;Cantù;PS Generale;50
13/03/2025;Cantù;PS Pediatrico;14
13/03/2025;Menaggio;PS Generale;24
13/03/2025;Como;PS Generale;113
13/03/2025;Como;PS Pediatrico;42
13/03/2025;Como;PS Ostetrico-Ginecologico;23
14/03/2025;Cantù;PS Generale;40
14/03/2025;Cantù;PS Pediatrico;11
14/03/2025;Menaggio;PS Generale;20
14/03/2025;Como;PS Pediatrico;40
14/03/2025;Como;PS Generale;112
14/03/2025;Como;PS Ostetrico-Ginecologico;19
15/03/2025;Cantù;PS Pediatrico;13
15/03/2025;Cantù;PS Generale;31
15/03/2025;Menaggio;PS Generale;13
15/03/2025;Como;PS Generale;94
15/03/2025;Como;PS Ostetrico-Ginecologico;15
15/03/2025;Como;PS Pediatrico;35
16/03/2025;Cantù;PS Pediatrico;18
16/03/2025;Cantù;PS Generale;47
16/03/2025;Menaggio;PS Generale;15
16/03/2025;Como;PS Generale;98
16/03/2025;Como;PS Pediatrico;45
16/03/2025;Como;PS Ostetrico-Ginecologico;18
17/03/2025;Cantù;PS Pediatrico;9
17/03/2025;Cantù;PS Generale;57
17/03/2025;Menaggio;PS Generale;20
17/03/2025;Como;PS Generale;125
17/03/2025;Como;PS Pediatrico;46
17/03/2025;Como;PS Ostetrico-Ginecologico;24
18/03/2025;Cantù;PS Generale;52
18/03/2025;Cantù;PS Pediatrico;16
18/03/2025;Menaggio;PS Generale;25
18/03/2025;Como;PS Pediatrico;35
18/03/2025;Como;PS Ostetrico-Ginecologico;15
18/03/2025;Como;PS Generale;112
19/03/2025;Cantù;PS Pediatrico;19
19/03/2025;Cantù;PS Generale;51
19/03/2025;Menaggio;PS Generale;16
19/03/2025;Como;PS Generale;87
19/03/2025;Como;PS Pediatrico;39
19/03/2025;Como;PS Ostetrico-Ginecologico;12
20/03/2025;Cantù;PS Generale;55
20/03/2025;Cantù;PS Pediatrico;16
20/03/2025;Menaggio;PS Generale;19
20/03/2025;Como;PS Ostetrico-Ginecologico;15
20/03/2025;Como;PS Generale;108
20/03/2025;Como;PS Pediatrico;47
21/03/2025;Cantù;PS Generale;58
21/03/2025;Cantù;PS Pediatrico;15
21/03/2025;Menaggio;PS Generale;21
21/03/2025;Como;PS Generale;137
21/03/2025;Como;PS Pediatrico;38
21/03/2025;Como;PS Ostetrico-Ginecologico;10
22/03/2025;Cantù;PS Pediatrico;11
22/03/2025;Cantù;PS Generale;53
22/03/2025;Menaggio;PS Generale;11
22/03/2025;Como;PS Generale;99
22/03/2025;Como;PS Pediatrico;33
22/03/2025;Como;PS Ostetrico-Ginecologico;17
23/03/2025;Cantù;PS Generale;46
23/03/2025;Cantù;PS Pediatrico;13
23/03/2025;Menaggio;PS Generale;15
23/03/2025;Como;PS Generale;110
23/03/2025;Como;PS Pediatrico;50
23/03/2025;Como;PS Ostetrico-Ginecologico;16
24/03/2025;Cantù;PS Generale;63
24/03/2025;Cantù;PS Pediatrico;16
24/03/2025;Menaggio;PS Generale;23
24/03/2025;Como;PS Generale;122
24/03/2025;Como;PS Pediatrico;38
24/03/2025;Como;PS Ostetrico-Ginecologico;23
25/03/2025;Cantù;PS Generale;57
25/03/2025;Cantù;PS Pediatrico;17
25/03/2025;Menaggio;PS Generale;13
25/03/2025;Como;PS Pediatrico;41
25/03/2025;Como;PS Generale;130
25/03/2025;Como;PS Ostetrico-Ginecologico;22
26/03/2025;Cantù;PS Pediatrico;19
26/03/2025;Cantù;PS Generale;66
26/03/2025;Menaggio;PS Generale;26
26/03/2025;Como;PS Pediatrico;43
26/03/2025;Como;PS Generale;127
26/03/2025;Como;PS Ostetrico-Ginecologico;23
27/03/2025;Cantù;PS Pediatrico;18
27/03/2025;Cantù;PS Generale;58
27/03/2025;Menaggio;PS Generale;17
27/03/2025;Como;PS Pediatrico;35
27/03/2025;Como;PS Generale;114
27/03/2025;Como;PS Ostetrico-Ginecologico;17
28/03/2025;Cantù;PS Generale;60
28/03/2025;Cantù;PS Pediatrico;15
28/03/2025;Menaggio;PS Generale;25
28/03/2025;Como;PS Pediatrico;38
28/03/2025;Como;PS Ostetrico-Ginecologico;19
28/03/2025;Como;PS Generale;111
29/03/2025;Cantù;PS Pediatrico;18
29/03/2025;Cantù;PS Generale;50
29/03/2025;Menaggio;PS Generale;14
29/03/2025;Como;PS Generale;102
29/03/2025;Como;PS Pediatrico;52
29/03/2025;Como;PS Ostetrico-Ginecologico;14
30/03/2025;Cantù;PS Pediatrico;27
30/03/2025;Cantù;PS Generale;47
30/03/2025;Menaggio;PS Generale;11
30/03/2025;Como;PS Generale;103
30/03/2025;Como;PS Pediatrico;52
30/03/2025;Como;PS Ostetrico-Ginecologico;17
31/03/2025;Cantù;PS Generale;61
31/03/2025;Cantù;PS Pediatrico;26
31/03/2025;Menaggio;PS Generale;24
31/03/2025;Como;PS Generale;130
31/03/2025;Como;PS Pediatrico;39
31/03/2025;Como;PS Ostetrico-Ginecologico;17
01/04/2025;Cantù;PS Generale;54
01/04/2025;Cantù;PS Pediatrico;14
01/04/2025;Menaggio;PS Generale;32
01/04/2025;Como;PS Pediatrico;49
01/04/2025;Como;PS Ostetrico-Ginecologico;14
01/04/2025;Como;PS Generale;135
02/04/2025;Cantù;PS Generale;47
02/04/2025;Cantù;PS Pediatrico;23
02/04/2025;Menaggio;PS Generale;13
02/04/2025;Como;PS Generale;124
02/04/2025;Como;PS Ostetrico-Ginecologico;16
02/04/2025;Como;PS Pediatrico;44
03/04/2025;Cantù;PS Generale;63
03/04/2025;Cantù;PS Pediatrico;23
03/04/2025;Menaggio;PS Generale;22
03/04/2025;Como;PS Pediatrico;52
03/04/2025;Como;PS Generale;114
03/04/2025;Como;PS Ostetrico-Ginecologico;23
04/04/2025;Cantù;PS Generale;70
04/04/2025;Cantù;PS Pediatrico;25
04/04/2025;Menaggio;PS Generale;17
04/04/2025;Como;PS Pediatrico;45
04/04/2025;Como;PS Ostetrico-Ginecologico;19
04/04/2025;Como;PS Generale;122
05/04/2025;Cantù;PS Generale;71
05/04/2025;Cantù;PS Pediatrico;21
05/04/2025;Menaggio;PS Generale;18
05/04/2025;Como;PS Ostetrico-Ginecologico;15
05/04/2025;Como;PS Pediatrico;49
05/04/2025;Como;PS Generale;138
06/04/2025;Cantù;PS Generale;58
06/04/2025;Cantù;PS Pediatrico;20
06/04/2025;Menaggio;PS Generale;16
06/04/2025;Como;PS Ostetrico-Ginecologico;23
06/04/2025;Como;PS Pediatrico;61
06/04/2025;Como;PS Generale;101
07/04/2025;Cantù;PS Generale;62
07/04/2025;Cantù;PS Pediatrico;20
07/04/2025;Menaggio;PS Generale;11
07/04/2025;Como;PS Pediatrico;61
07/04/2025;Como;PS Generale;136
07/04/2025;Como;PS Ostetrico-Ginecologico;19
08/04/2025;Cantù;PS Generale;56
08/04/2025;Cantù;PS Pediatrico;21
08/04/2025;Menaggio;PS Generale;16
08/04/2025;Como;PS Ostetrico-Ginecologico;21
08/04/2025;Como;PS Pediatrico;44
08/04/2025;Como;PS Generale;123
09/04/2025;Cantù;PS Pediatrico;17
09/04/2025;Cantù;PS Generale;67
09/04/2025;Menaggio;PS Generale;22
09/04/2025;Como;PS Pediatrico;49
09/04/2025;Como;PS Ostetrico-Ginecologico;22
09/04/2025;Como;PS Generale;112
10/04/2025;Cantù;PS Pediatrico;16
10/04/2025;Cantù;PS Generale;51
10/04/2025;Menaggio;PS Generale;19
10/04/2025;Como;PS Pediatrico;38
10/04/2025;Como;PS Generale;110
10/04/2025;Como;PS Ostetrico-Ginecologico;16
11/04/2025;Cantù;PS Pediatrico;16
11/04/2025;Cantù;PS Generale;62
11/04/2025;Menaggio;PS Generale;11
11/04/2025;Como;PS Pediatrico;46
11/04/2025;Como;PS Ostetrico-Ginecologico;20
11/04/2025;Como;PS Generale;106
12/04/2025;Cantù;PS Generale;61
12/04/2025;Cantù;PS Pediatrico;20
12/04/2025;Menaggio;PS Generale;19
12/04/2025;Como;PS Generale;106
12/04/2025;Como;PS Ostetrico-Ginecologico;18
12/04/2025;Como;PS Pediatrico;52
13/04/2025;Cantù;PS Pediatrico;19
13/04/2025;Cantù;PS Generale;54
13/04/2025;Menaggio;PS Generale;15
13/04/2025;Como;PS Ostetrico-Ginecologico;16
13/04/2025;Como;PS Pediatrico;62
13/04/2025;Como;PS Generale;108
14/04/2025;Cantù;PS Generale;66
14/04/2025;Cantù;PS Pediatrico;13
14/04/2025;Menaggio;PS Generale;29
14/04/2025;Como;PS Ostetrico-Ginecologico;16
14/04/2025;Como;PS Pediatrico;46
14/04/2025;Como;PS Generale;135
15/04/2025;Cantù;PS Pediatrico;15
15/04/2025;Cantù;PS Generale;62
15/04/2025;Menaggio;PS Generale;18
15/04/2025;Como;PS Ostetrico-Ginecologico;17
15/04/2025;Como;PS Generale;101
15/04/2025;Como;PS Pediatrico;39
16/04/2025;Cantù;PS Pediatrico;13
16/04/2025;Cantù;PS Generale;56
16/04/2025;Menaggio;PS Generale;16
16/04/2025;Como;PS Ostetrico-Ginecologico;23
16/04/2025;Como;PS Pediatrico;31
16/04/2025;Como;PS Generale;118
17/04/2025;Cantù;PS Generale;46
17/04/2025;Cantù;PS Pediatrico;7
