DATA;SEDE;TIPO PS;NUMERO ACCESSI
26/01/2023;Cantù;PS Generale;51
26/01/2023;Cantù;PS Pediatrico;13
26/01/2023;Menaggio;PS Generale;16
26/01/2023;S. Fermo;PS Generale;93
26/01/2023;S. Fermo;PS Ostetrico-Ginecologico;23
26/01/2023;S. Fermo;PS Pediatrico;45
27/01/2023;Cantù;PS Generale;60
27/01/2023;Cantù;PS Pediatrico;10
27/01/2023;Menaggio;PS Generale;20
27/01/2023;S. Fermo;PS Generale;95
27/01/2023;S. Fermo;PS Ostetrico-Ginecologico;24
27/01/2023;S. Fermo;PS Pediatrico;30
28/01/2023;Cantù;PS Generale;50
28/01/2023;Cantù;PS Pediatrico;26
28/01/2023;Menaggio;PS Generale;20
28/01/2023;S. Fermo;PS Generale;90
28/01/2023;S. Fermo;PS Ostetrico-Ginecologico;21
28/01/2023;S. Fermo;PS Pediatrico;50
29/01/2023;Cantù;PS Generale;53
29/01/2023;Cantù;PS Pediatrico;19
29/01/2023;Menaggio;PS Generale;7
29/01/2023;S. Fermo;PS Generale;101
29/01/2023;S. Fermo;PS Ostetrico-Ginecologico;19
29/01/2023;S. Fermo;PS Pediatrico;69
30/01/2023;Cantù;PS Generale;52
30/01/2023;Cantù;PS Pediatrico;20
30/01/2023;Menaggio;PS Generale;21
30/01/2023;S. Fermo;PS Generale;119
30/01/2023;S. Fermo;PS Ostetrico-Ginecologico;21
30/01/2023;S. Fermo;PS Pediatrico;40
31/01/2023;Cantù;PS Generale;62
31/01/2023;Cantù;PS Pediatrico;12
31/01/2023;Menaggio;PS Generale;17
31/01/2023;S. Fermo;PS Generale;113
31/01/2023;S. Fermo;PS Ostetrico-Ginecologico;20
31/01/2023;S. Fermo;PS Pediatrico;58
01/02/2023;Cantù;PS Generale;52
01/02/2023;Cantù;PS Pediatrico;7
01/02/2023;Menaggio;PS Generale;26
01/02/2023;S. Fermo;PS Generale;98
01/02/2023;S. Fermo;PS Ostetrico-Ginecologico;19
01/02/2023;S. Fermo;PS Pediatrico;35
02/02/2023;Cantù;PS Generale;56
02/02/2023;Cantù;PS Pediatrico;17
02/02/2023;Menaggio;PS Generale;13
02/02/2023;S. Fermo;PS Generale;109
02/02/2023;S. Fermo;PS Ostetrico-Ginecologico;14
02/02/2023;S. Fermo;PS Pediatrico;45
03/02/2023;Cantù;PS Generale;51
03/02/2023;Cantù;PS Pediatrico;20
03/02/2023;Menaggio;PS Generale;21
03/02/2023;S. Fermo;PS Generale;108
03/02/2023;S. Fermo;PS Ostetrico-Ginecologico;20
03/02/2023;S. Fermo;PS Pediatrico;45
04/02/2023;Cantù;PS Generale;46
04/02/2023;Cantù;PS Pediatrico;17
04/02/2023;Menaggio;PS Generale;20
04/02/2023;S. Fermo;PS Generale;114
04/02/2023;S. Fermo;PS Ostetrico-Ginecologico;11
04/02/2023;S. Fermo;PS Pediatrico;39
05/02/2023;Cantù;PS Generale;49
05/02/2023;Cantù;PS Pediatrico;13
05/02/2023;Menaggio;PS Generale;17
05/02/2023;S. Fermo;PS Generale;106
05/02/2023;S. Fermo;PS Ostetrico-Ginecologico;16
05/02/2023;S. Fermo;PS Pediatrico;63
06/02/2023;Cantù;PS Generale;52
06/02/2023;Cantù;PS Pediatrico;15
06/02/2023;Menaggio;PS Generale;21
06/02/2023;S. Fermo;PS Generale;107
06/02/2023;S. Fermo;PS Ostetrico-Ginecologico;19
06/02/2023;S. Fermo;PS Pediatrico;43
07/02/2023;Cantù;PS Generale;47
07/02/2023;Cantù;PS Pediatrico;15
07/02/2023;Menaggio;PS Generale;12
07/02/2023;S. Fermo;PS Generale;97
07/02/2023;S. Fermo;PS Ostetrico-Ginecologico;16
07/02/2023;S. Fermo;PS Pediatrico;37
08/02/2023;Cantù;PS Generale;50
08/02/2023;Cantù;PS Pediatrico;16
08/02/2023;Menaggio;PS Generale;12
08/02/2023;S. Fermo;PS Generale;98
08/02/2023;S. Fermo;PS Ostetrico-Ginecologico;16
08/02/2023;S. Fermo;PS Pediatrico;43
09/02/2023;Cantù;PS Generale;53
09/02/2023;Cantù;PS Pediatrico;12
09/02/2023;Menaggio;PS Generale;18
09/02/2023;S. Fermo;PS Generale;91
09/02/2023;S. Fermo;PS Ostetrico-Ginecologico;18
09/02/2023;S. Fermo;PS Pediatrico;33
10/02/2023;Cantù;PS Generale;57
10/02/2023;Cantù;PS Pediatrico;17
10/02/2023;Menaggio;PS Generale;18
10/02/2023;S. Fermo;PS Generale;111
10/02/2023;S. Fermo;PS Ostetrico-Ginecologico;30
10/02/2023;S. Fermo;PS Pediatrico;50
11/02/2023;Cantù;PS Generale;55
11/02/2023;Cantù;PS Pediatrico;17
11/02/2023;Menaggio;PS Generale;25
11/02/2023;S. Fermo;PS Generale;74
11/02/2023;S. Fermo;PS Ostetrico-Ginecologico;18
11/02/2023;S. Fermo;PS Pediatrico;51
12/02/2023;Cantù;PS Generale;55
12/02/2023;Cantù;PS Pediatrico;12
12/02/2023;Menaggio;PS Generale;10
12/02/2023;S. Fermo;PS Generale;83
12/02/2023;S. Fermo;PS Ostetrico-Ginecologico;12
12/02/2023;S. Fermo;PS Pediatrico;65
13/02/2023;Cantù;PS Generale;60
13/02/2023;Cantù;PS Pediatrico;15
13/02/2023;Menaggio;PS Generale;28
13/02/2023;S. Fermo;PS Generale;104
13/02/2023;S. Fermo;PS Ostetrico-Ginecologico;13
13/02/2023;S. Fermo;PS Pediatrico;38
14/02/2023;Cantù;PS Generale;53
14/02/2023;Cantù;PS Pediatrico;6
14/02/2023;Menaggio;PS Generale;21
14/02/2023;S. Fermo;PS Generale;93
14/02/2023;S. Fermo;PS Ostetrico-Ginecologico;23
14/02/2023;S. Fermo;PS Pediatrico;44
15/02/2023;Cantù;PS Generale;48
15/02/2023;Cantù;PS Pediatrico;11
15/02/2023;Menaggio;PS Generale;15
15/02/2023;S. Fermo;PS Generale;99
15/02/2023;S. Fermo;PS Ostetrico-Ginecologico;17
15/02/2023;S. Fermo;PS Pediatrico;40
16/02/2023;Cantù;PS Generale;54
16/02/2023;Cantù;PS Pediatrico;13
16/02/2023;Menaggio;PS Generale;16
16/02/2023;S. Fermo;PS Generale;113
16/02/2023;S. Fermo;PS Ostetrico-Ginecologico;16
16/02/2023;S. Fermo;PS Pediatrico;40
17/02/2023;Cantù;PS Generale;37
17/02/2023;Cantù;PS Pediatrico;13
17/02/2023;Menaggio;PS Generale;16
17/02/2023;S. Fermo;PS Generale;106
17/02/2023;S. Fermo;PS Ostetrico-Ginecologico;21
17/02/2023;S. Fermo;PS Pediatrico;47
18/02/2023;Cantù;PS Generale;53
18/02/2023;Cantù;PS Pediatrico;17
18/02/2023;Menaggio;PS Generale;15
18/02/2023;S. Fermo;PS Generale;98
18/02/2023;S. Fermo;PS Ostetrico-Ginecologico;25
18/02/2023;S. Fermo;PS Pediatrico;56
19/02/2023;Cantù;PS Generale;46
19/02/2023;Cantù;PS Pediatrico;20
19/02/2023;Menaggio;PS Generale;19
19/02/2023;S. Fermo;PS Generale;97
19/02/2023;S. Fermo;PS Ostetrico-Ginecologico;20
19/02/2023;S. Fermo;PS Pediatrico;53
20/02/2023;Cantù;PS Generale;65
20/02/2023;Cantù;PS Pediatrico;14
20/02/2023;Menaggio;PS Generale;32
20/02/2023;S. Fermo;PS Generale;101
20/02/2023;S. Fermo;PS Ostetrico-Ginecologico;19
20/02/2023;S. Fermo;PS Pediatrico;47
21/02/2023;Cantù;PS Generale;54
21/02/2023;Cantù;PS Pediatrico;8
21/02/2023;Menaggio;PS Generale;26
21/02/2023;S. Fermo;PS Generale;110
21/02/2023;S. Fermo;PS Ostetrico-Ginecologico;15
21/02/2023;S. Fermo;PS Pediatrico;50
22/02/2023;Cantù;PS Generale;53
22/02/2023;Cantù;PS Pediatrico;12
22/02/2023;Menaggio;PS Generale;19
22/02/2023;S. Fermo;PS Generale;94
22/02/2023;S. Fermo;PS Ostetrico-Ginecologico;22
22/02/2023;S. Fermo;PS Pediatrico;36
23/02/2023;Cantù;PS Generale;45
23/02/2023;Cantù;PS Pediatrico;12
23/02/2023;Menaggio;PS Generale;14
23/02/2023;S. Fermo;PS Generale;92
23/02/2023;S. Fermo;PS Ostetrico-Ginecologico;17
23/02/2023;S. Fermo;PS Pediatrico;43
24/02/2023;Cantù;PS Generale;62
24/02/2023;Cantù;PS Pediatrico;10
24/02/2023;Menaggio;PS Generale;19
24/02/2023;S. Fermo;PS Generale;105
24/02/2023;S. Fermo;PS Ostetrico-Ginecologico;18
24/02/2023;S. Fermo;PS Pediatrico;52
25/02/2023;Cantù;PS Generale;44
25/02/2023;Cantù;PS Pediatrico;20
25/02/2023;Menaggio;PS Generale;22
25/02/2023;S. Fermo;PS Generale;92
25/02/2023;S. Fermo;PS Ostetrico-Ginecologico;21
25/02/2023;S. Fermo;PS Pediatrico;60
26/02/2023;Cantù;PS Generale;57
26/02/2023;Cantù;PS Pediatrico;10
26/02/2023;Menaggio;PS Generale;13
26/02/2023;S. Fermo;PS Generale;83
26/02/2023;S. Fermo;PS Ostetrico-Ginecologico;21
26/02/2023;S. Fermo;PS Pediatrico;72
27/02/2023;Cantù;PS Generale;60
27/02/2023;Cantù;PS Pediatrico;15
27/02/2023;Menaggio;PS Generale;24
27/02/2023;S. Fermo;PS Generale;107
27/02/2023;S. Fermo;PS Ostetrico-Ginecologico;22
27/02/2023;S. Fermo;PS Pediatrico;32
28/02/2023;Cantù;PS Generale;53
28/02/2023;Cantù;PS Pediatrico;13
28/02/2023;Menaggio;PS Generale;14
28/02/2023;S. Fermo;PS Generale;95
28/02/2023;S. Fermo;PS Ostetrico-Ginecologico;33
28/02/2023;S. Fermo;PS Pediatrico;48
01/03/2023;Cantù;PS Generale;55
01/03/2023;Cantù;PS Pediatrico;10
01/03/2023;Menaggio;PS Generale;19
01/03/2023;S. Fermo;PS Generale;90
01/03/2023;S. Fermo;PS Ostetrico-Ginecologico;17
01/03/2023;S. Fermo;PS Pediatrico;36
02/03/2023;Cantù;PS Generale;51
02/03/2023;Cantù;PS Pediatrico;14
02/03/2023;Menaggio;PS Generale;16
02/03/2023;S. Fermo;PS Generale;102
02/03/2023;S. Fermo;PS Ostetrico-Ginecologico;23
02/03/2023;S. Fermo;PS Pediatrico;39
03/03/2023;Cantù;PS Generale;56
03/03/2023;Cantù;PS Pediatrico;12
03/03/2023;Menaggio;PS Generale;20
03/03/2023;S. Fermo;PS Generale;130
03/03/2023;S. Fermo;PS Ostetrico-Ginecologico;25
03/03/2023;S. Fermo;PS Pediatrico;36
04/03/2023;Cantù;PS Generale;49
04/03/2023;Cantù;PS Pediatrico;18
04/03/2023;Menaggio;PS Generale;13
04/03/2023;S. Fermo;PS Generale;92
04/03/2023;S. Fermo;PS Ostetrico-Ginecologico;16
04/03/2023;S. Fermo;PS Pediatrico;45
05/03/2023;Cantù;PS Generale;47
05/03/2023;Cantù;PS Pediatrico;19
05/03/2023;Menaggio;PS Generale;15
05/03/2023;S. Fermo;PS Generale;119
05/03/2023;S. Fermo;PS Ostetrico-Ginecologico;17
05/03/2023;S. Fermo;PS Pediatrico;54
06/03/2023;Cantù;PS Generale;60
06/03/2023;Cantù;PS Pediatrico;18
06/03/2023;Menaggio;PS Generale;15
06/03/2023;S. Fermo;PS Generale;111
06/03/2023;S. Fermo;PS Ostetrico-Ginecologico;15
06/03/2023;S. Fermo;PS Pediatrico;45
07/03/2023;Cantù;PS Generale;51
07/03/2023;Cantù;PS Pediatrico;11
07/03/2023;Menaggio;PS Generale;19
07/03/2023;S. Fermo;PS Generale;95
07/03/2023;S. Fermo;PS Ostetrico-Ginecologico;22
07/03/2023;S. Fermo;PS Pediatrico;52
08/03/2023;Cantù;PS Generale;56
08/03/2023;Cantù;PS Pediatrico;16
08/03/2023;Menaggio;PS Generale;18
08/03/2023;S. Fermo;PS Generale;111
08/03/2023;S. Fermo;PS Ostetrico-Ginecologico;21
08/03/2023;S. Fermo;PS Pediatrico;44
09/03/2023;Cantù;PS Generale;63
09/03/2023;Cantù;PS Pediatrico;10
09/03/2023;Menaggio;PS Generale;14
09/03/2023;S. Fermo;PS Generale;108
09/03/2023;S. Fermo;PS Ostetrico-Ginecologico;18
09/03/2023;S. Fermo;PS Pediatrico;33
10/03/2023;Cantù;PS Generale;51
10/03/2023;Cantù;PS Pediatrico;11
10/03/2023;Menaggio;PS Generale;18
10/03/2023;S. Fermo;PS Generale;105
10/03/2023;S. Fermo;PS Ostetrico-Ginecologico;26
10/03/2023;S. Fermo;PS Pediatrico;41
11/03/2023;Cantù;PS Generale;58
11/03/2023;Cantù;PS Pediatrico;16
11/03/2023;Menaggio;PS Generale;19
11/03/2023;S. Fermo;PS Generale;83
11/03/2023;S. Fermo;PS Ostetrico-Ginecologico;16
11/03/2023;S. Fermo;PS Pediatrico;56
12/03/2023;Cantù;PS Generale;49
12/03/2023;Cantù;PS Pediatrico;17
12/03/2023;Menaggio;PS Generale;25
12/03/2023;S. Fermo;PS Generale;100
12/03/2023;S. Fermo;PS Ostetrico-Ginecologico;13
12/03/2023;S. Fermo;PS Pediatrico;61
13/03/2023;Cantù;PS Generale;56
13/03/2023;Cantù;PS Pediatrico;20
13/03/2023;Menaggio;PS Generale;20
13/03/2023;S. Fermo;PS Generale;97
13/03/2023;S. Fermo;PS Ostetrico-Ginecologico;23
13/03/2023;S. Fermo;PS Pediatrico;57
14/03/2023;Cantù;PS Generale;56
14/03/2023;Cantù;PS Pediatrico;11
14/03/2023;Menaggio;PS Generale;22
14/03/2023;S. Fermo;PS Generale;95
14/03/2023;S. Fermo;PS Ostetrico-Ginecologico;16
14/03/2023;S. Fermo;PS Pediatrico;36
15/03/2023;Cantù;PS Generale;51
15/03/2023;Cantù;PS Pediatrico;12
15/03/2023;Menaggio;PS Generale;21
15/03/2023;S. Fermo;PS Generale;106
15/03/2023;S. Fermo;PS Ostetrico-Ginecologico;17
15/03/2023;S. Fermo;PS Pediatrico;48
16/03/2023;Cantù;PS Generale;51
16/03/2023;Cantù;PS Pediatrico;14
16/03/2023;Menaggio;PS Generale;16
16/03/2023;S. Fermo;PS Generale;88
16/03/2023;S. Fermo;PS Ostetrico-Ginecologico;22
16/03/2023;S. Fermo;PS Pediatrico;39
17/03/2023;Cantù;PS Generale;52
17/03/2023;Cantù;PS Pediatrico;12
17/03/2023;Menaggio;PS Generale;19
17/03/2023;S. Fermo;PS Generale;96
17/03/2023;S. Fermo;PS Ostetrico-Ginecologico;20
17/03/2023;S. Fermo;PS Pediatrico;54
18/03/2023;Cantù;PS Generale;43
18/03/2023;Cantù;PS Pediatrico;24
18/03/2023;Menaggio;PS Generale;20
18/03/2023;S. Fermo;PS Generale;88
18/03/2023;S. Fermo;PS Ostetrico-Ginecologico;11
18/03/2023;S. Fermo;PS Pediatrico;56
19/03/2023;Cantù;PS Generale;46
19/03/2023;Cantù;PS Pediatrico;26
19/03/2023;Menaggio;PS Generale;16
19/03/2023;S. Fermo;PS Generale;110
19/03/2023;S. Fermo;PS Ostetrico-Ginecologico;24
19/03/2023;S. Fermo;PS Pediatrico;57
20/03/2023;Cantù;PS Generale;61
20/03/2023;Cantù;PS Pediatrico;9
20/03/2023;Menaggio;PS Generale;28
20/03/2023;S. Fermo;PS Generale;113
20/03/2023;S. Fermo;PS Ostetrico-Ginecologico;14
20/03/2023;S. Fermo;PS Pediatrico;42
21/03/2023;Cantù;PS Generale;44
21/03/2023;Cantù;PS Pediatrico;17
21/03/2023;Menaggio;PS Generale;16
21/03/2023;S. Fermo;PS Generale;99
21/03/2023;S. Fermo;PS Ostetrico-Ginecologico;13
21/03/2023;S. Fermo;PS Pediatrico;36
22/03/2023;Cantù;PS Generale;50
22/03/2023;Cantù;PS Pediatrico;15
22/03/2023;Menaggio;PS Generale;15
22/03/2023;S. Fermo;PS Generale;106
22/03/2023;S. Fermo;PS Ostetrico-Ginecologico;20
22/03/2023;S. Fermo;PS Pediatrico;39
23/03/2023;Cantù;PS Generale;49
23/03/2023;Cantù;PS Pediatrico;13
23/03/2023;Menaggio;PS Generale;26
23/03/2023;S. Fermo;PS Generale;93
23/03/2023;S. Fermo;PS Ostetrico-Ginecologico;13
23/03/2023;S. Fermo;PS Pediatrico;42
24/03/2023;Cantù;PS Generale;68
24/03/2023;Cantù;PS Pediatrico;15
24/03/2023;Menaggio;PS Generale;24
24/03/2023;S. Fermo;PS Generale;102
24/03/2023;S. Fermo;PS Ostetrico-Ginecologico;17
24/03/2023;S. Fermo;PS Pediatrico;46
25/03/2023;Cantù;PS Generale;64
25/03/2023;Cantù;PS Pediatrico;16
25/03/2023;Menaggio;PS Generale;26
25/03/2023;S. Fermo;PS Generale;104
25/03/2023;S. Fermo;PS Ostetrico-Ginecologico;13
25/03/2023;S. Fermo;PS Pediatrico;49
26/03/2023;Cantù;PS Generale;50
26/03/2023;Cantù;PS Pediatrico;17
26/03/2023;Menaggio;PS Generale;15
26/03/2023;S. Fermo;PS Generale;103
26/03/2023;S. Fermo;PS Ostetrico-Ginecologico;18
26/03/2023;S. Fermo;PS Pediatrico;50
27/03/2023;Cantù;PS Generale;58
27/03/2023;Cantù;PS Pediatrico;15
27/03/2023;Menaggio;PS Generale;32
27/03/2023;S. Fermo;PS Generale;129
27/03/2023;S. Fermo;PS Ostetrico-Ginecologico;16
27/03/2023;S. Fermo;PS Pediatrico;57
28/03/2023;Cantù;PS Generale;44
28/03/2023;Cantù;PS Pediatrico;17
28/03/2023;Menaggio;PS Generale;20
28/03/2023;S. Fermo;PS Generale;95
28/03/2023;S. Fermo;PS Ostetrico-Ginecologico;11
28/03/2023;S. Fermo;PS Pediatrico;36
29/03/2023;Cantù;PS Generale;46
29/03/2023;Cantù;PS Pediatrico;15
29/03/2023;Menaggio;PS Generale;22
29/03/2023;S. Fermo;PS Generale;97
29/03/2023;S. Fermo;PS Ostetrico-Ginecologico;17
29/03/2023;S. Fermo;PS Pediatrico;34
30/03/2023;Cantù;PS Generale;56
30/03/2023;Cantù;PS Pediatrico;14
30/03/2023;Menaggio;PS Generale;15
30/03/2023;S. Fermo;PS Generale;93
30/03/2023;S. Fermo;PS Ostetrico-Ginecologico;18
30/03/2023;S. Fermo;PS Pediatrico;43
31/03/2023;Cantù;PS Generale;52
31/03/2023;Cantù;PS Pediatrico;21
31/03/2023;Menaggio;PS Generale;17
31/03/2023;S. Fermo;PS Generale;106
31/03/2023;S. Fermo;PS Ostetrico-Ginecologico;21
31/03/2023;S. Fermo;PS Pediatrico;43
01/04/2023;Cantù;PS Generale;50
01/04/2023;Cantù;PS Pediatrico;36
01/04/2023;Menaggio;PS Generale;15
01/04/2023;S. Fermo;PS Generale;104
01/04/2023;S. Fermo;PS Ostetrico-Ginecologico;23
01/04/2023;S. Fermo;PS Pediatrico;33
02/04/2023;Cantù;PS Generale;61
02/04/2023;Cantù;PS Pediatrico;25
02/04/2023;Menaggio;PS Generale;12
02/04/2023;S. Fermo;PS Generale;105
02/04/2023;S. Fermo;PS Ostetrico-Ginecologico;12
02/04/2023;S. Fermo;PS Pediatrico;64
03/04/2023;Cantù;PS Generale;57
03/04/2023;Cantù;PS Pediatrico;15
03/04/2023;Menaggio;PS Generale;21
03/04/2023;S. Fermo;PS Generale;131
03/04/2023;S. Fermo;PS Pediatrico;35
04/04/2023;Cantù;PS Generale;66
04/04/2023;Cantù;PS Pediatrico;9
04/04/2023;Menaggio;PS Generale;27
04/04/2023;S. Fermo;PS Generale;113
04/04/2023;S. Fermo;PS Pediatrico;44
05/04/2023;Cantù;PS Generale;53
05/04/2023;Cantù;PS Pediatrico;9
05/04/2023;Menaggio;PS Generale;31
05/04/2023;S. Fermo;PS Generale;128
05/04/2023;S. Fermo;PS Pediatrico;51
06/04/2023;Cantù;PS Generale;58
06/04/2023;Cantù;PS Pediatrico;14
06/04/2023;Menaggio;PS Generale;19
06/04/2023;S. Fermo;PS Generale;131
06/04/2023;S. Fermo;PS Pediatrico;33
07/04/2023;Cantù;PS Generale;47
07/04/2023;Cantù;PS Pediatrico;9
07/04/2023;Menaggio;PS Generale;12
07/04/2023;S. Fermo;PS Generale;120
07/04/2023;S. Fermo;PS Pediatrico;31
08/04/2023;Cantù;PS Generale;50
08/04/2023;Cantù;PS Pediatrico;19
08/04/2023;Menaggio;PS Generale;12
08/04/2023;S. Fermo;PS Generale;94
08/04/2023;S. Fermo;PS Pediatrico;50
09/04/2023;Cantù;PS Generale;42
09/04/2023;Cantù;PS Pediatrico;15
09/04/2023;Menaggio;PS Generale;23
09/04/2023;S. Fermo;PS Generale;89
09/04/2023;S. Fermo;PS Pediatrico;45
